"ID No.","PCD-400A"
"Title",""
"Test Date","2026/04/09","15:54:47"
"MEAS CHs",5
"Digital Input","OFF"
"Sampling Rate(Hz)",50
"Data Nos/CH",9120
"MEAS Time(sec)",182.4
"CH Name"
"CH No.","CH2","CH3","CH5","CH6","CH8"
"Range",2000,1000,5000,5000,5
"Calibration Coefficient",2.022,2.45,2.132,2,100000
"Offset",-97.55164,-1025.034,-15.1463,849.1317,-13.17073
"Unit","cm/s2","cm/s2","cm/s2","cm/s2","V"
4.74,-6.20162536585367,-15.4789329268294,-17.0521,-0.567080487804901,2.80487975609756
4.76,-15.8263453658537,-3.94630487804886,-7.1383,-2.22317804878048,2.92683097560976
4.78,-1.2230668292683,30.5033841463414,10.7705,-0.808543902439055,2.25609926829268
4.80,-10.0932356097561,24.6365304878047,5.5458,-2.72317804878048,1.58536756097561
4.82,-25.996512195122,-5.29978048780504,-13.3952,-1.29147073170725,0.487806585365853
4.84,-5.09100487804879,1.62027439024382,-20.5764,-3.15122682926824,0.609757804878047
4.86,23.6051204878049,20.4703353658535,-18.7278,1.2756024390244,0.853660243902437
4.88,6.23022243902437,4.90775609756088,-19.2946,-0.576836585365868,0.670733414634146
4.90,-21.0337351219512,-9.61207926829286,-19.2595,-1.73049512195121,0.79268463414634
4.92,-12.9462282926829,13.9132987804876,4.4005,1.73170000000005,-1.15853487804878
4.94,0.122796097560965,30.042963414634,16.2032,2.49023658536589,-2.56097390243903
4.96,-14.3655736585366,0.549743902438877,4.3862,-0.519519512195075,-2.01219341463415
4.98,-11.6940678048781,-19.3911646341464,-8.9531,1.91096829268292,-0.792681219512197
5.00,19.5280780487805,-1.93431707317086,-0.542100000000001,-1.9280560975609,-1.52438853658537
5.02,26.1005643902439,3.19275609756096,3.1187,1.03535853658536,-0.975608048780488
5.04,-3.93106731707319,-18.494524390244,3.7999,0.380480487804903,-1.40243731707317
5.06,-16.2268,-15.7331951219513,15.4921,-2.09878780487804,-0.853656829268294
5.08,2.05503902439023,12.7459634146339,29.0628,-0.691470731707341,0.365855365853658
5.10,3.59027951219511,9.44115243902434,28.1697,-0.57927560975611,0.79268463414634
5.12,-10.8625819512195,-20.8892500000002,3.3657,-1.05854390243906,1.7682943902439
5.14,3.4817819512195,-18.9047500000001,-9.0272,0.512187804878067,2.07317243902439
5.16,26.7796604878049,6.66548170731699,0.6799,-0.746348780487779,-0.670730000000001
5.18,9.8915219512195,1.97552439024389,-2.2464,-0.060982926829297,-0.121949512195123
5.20,-22.3692414634146,-11.3309634146343,-2.9419,-0.369519512195097,1.34146512195122
