"ID No.","PCD-400A"
"Title",""
"Test Date","2026/04/09","15:59:04"
"MEAS CHs",5
"Digital Input","OFF"
"Sampling Rate(Hz)",50
"Data Nos/CH",9105
"MEAS Time(sec)",182.1
"CH Name"
"CH No.","CH2","CH3","CH5","CH6","CH8"
"Range",2000,1000,5000,5000,5
"Calibration Coefficient",2.022,2.45,2.132,2,100000
"Offset",-97.55164,-1025.034,-15.1463,849.1317,-13.17073
"Unit","cm/s2","cm/s2","cm/s2","cm/s2","V"
3.70,-0.06658146341465,-1.7837317073172,-0.770900000000001,-3.59147073170732,2.07317243902439
3.72,1.07806780487803,0.461006097560812,-0.0585000000000004,-4.0670804878049,1.82927
3.74,-2.92401268292684,-0.763097560975666,2.3153,-4.58781219512196,2.13414804878049
3.76,-4.74578536585366,0.951304878048632,3.6478,-4.18293414634149,2.37805048780488
3.78,-4.98102780487805,3.39473170731685,5.3092,-2.7122024390244,3.29268463414634
3.80,-4.02920829268294,4.13361585365851,5.5666,-3.74390975609754,1.82927
3.82,-4.61657463414635,1.94893292682923,0.843699999999998,-5.10000731707316,0.0609773170731689
3.84,-3.01722195121953,0.715268292682822,-2.0397,-1.3109829268293,0.975611463414634
3.86,1.65063902439023,2.18228048780475,-5.8201,-0.773178048780437,0.487806585365853
3.88,-3.28106829268293,4.22324999999978,-3.1967,-5.47927560975609,1.58536756097561
3.90,-5.54126975609758,4.40460975609744,0.2418,-6.02561707317068,1.95122121951219
3.92,-7.34676780487806,5.45422560975589,0.6006,-4.4390317073171,2.25609926829268
3.94,-5.16004878048781,6.75989634146322,1.7381,-4.53537317073165,0.914635853658536
3.96,-4.6259448780488,4.96034146341458,-0.354900000000001,-2.34756829268292,1.34146512195122
3.98,-4.80743170731708,2.82167073170717,-4.069,-4.15854390243896,0.853660243902437
4.00,-1.4045536585366,2.24771341463406,-1.2675,-4.20000731707319,-0.0609739024390255
4.02,-1.0277712195122,3.57937804878043,-4.0326,-5.40000731707312,0.304879756097559
4.04,-3.97446634146343,3.56354268292671,2.0566,-3.51098292682923,0.121952926829268
4.06,-8.20093951219513,3.454487804878,4.5864,-2.50854390243899,0.304879756097559
4.08,-4.55196926829269,3.65108536585353,3.3891,-3.29147073170725,1.40244073170732
4.10,-4.17222780487806,3.54053658536577,3.7024,-3.94634878048782,1.95122121951219
4.12,-2.09203365853659,-0.0179390243904436,-1.742,-3.88049512195119,1.52439195121951
4.14,-1.21320341463415,-1.45716463414647,-0.7592,-3.97317804878048,2.31707487804878
4.16,0.697339999999983,-1.17870121951228,2.5194,-4.63537317073167,1.7073187804878
4.18,-0.979933658536595,1.67973170731693,2.6325,-4.75732439024387,0.79268463414634
4.20,-6.16414439024392,0.544365853658519,5.6173,-3.53049512195116,0.914635853658536
4.22,-6.8979824390244,2.47687804878046,3.5113,-1.39634878048776,1.58536756097561
