ID No.,PCD-400A,
Title,,
Test Date,4/9/2026,16:34:01
MEAS CHs,2,
Digital Input,OFF,
Sampling Rate(Hz),50,
Data Nos/CH,9855,
MEAS Time(sec),197.1,
CH Name,,
CH No.,CH6,CH8
Range,5000,5
Calibration Coefficient,2,100000
Offset,854.5598,-15.97561
Unit,cm/s2,V
39.58,13.6695561,-1.585366098
39.6,12.20370244,-2.500000244
39.62,13.6598,-3.719512439
39.64,11.93419024,-2.317073415
39.66,12.6793122,-1.402439268
39.68,13.20126341,0.548780244
39.7,13.06223902,-0.609756341
39.72,11.8695561,-1.524390488
39.74,12.80370244,-1.524390488
39.76,10.29150732,-2.134146585
39.78,12.57199512,-0.548780732
39.8,9.925653659,0.121950976
39.82,11.27321463,-0.609756341
39.84,8.271995122,-1.524390488
39.86,11.15370244,-1.585366098
39.88,9.736629268,-2.500000244
39.9,10.55126341,-2.439024634
39.92,11.6793122,-1.402439268
39.94,10.81345854,-2.621951463
39.96,10.6000439,-2.926829512
39.98,10.7793122,-3.719512439
40,10.21101951,-4.085366098
40.02,10.03906829,-3.41463439
40.04,10.56589756,-3.47561
40.06,12.23175122,-3.59756122
40.08,14.28540976,-4.146341707
40.1,9.758580488,-3.841463659
40.12,10.89394634,-3.048780732
40.14,13.56589756,-2.256097805
40.16,12.1098,-1.646341707
40.18,10.74394634,-1.03658561
40.2,9.83784878,-1.09756122
40.22,12.68419024,-2.378049024
40.24,7.957360976,-3.109756341
40.26,11.27565366,-1.402439268
40.28,10.90248293,-0.792683171
40.3,9.479312195,-0.792683171
40.32,10.24272683,0.426829024
40.34,11.69150732,-0.85365878
40.36,11.28297073,-1.951219756
40.38,10.57443415,-0.91463439
40.4,11.71589756,-0.304878293
40.42,14.07443415,-0.609756341
40.44,11.83175122,0.121950976
40.46,10.95370244,-1.890244146
40.48,12.12443415,-2.134146585
40.5,12.99882439,-1.585366098
40.52,11.03175122,-0.91463439
40.54,9.496385366,-0.426829512
40.56,12.08297073,-0.487805122
40.58,11.6402878,-2.317073415
40.6,11.80858049,-2.195122195
40.62,13.01345854,-0.85365878
40.64,10.98297073,-1.951219756
40.66,12.93419024,-1.585366098
40.68,10.68540976,-0.731707561
40.7,11.85614146,-2.378049024
40.72,15.09638537,-2.195122195
40.74,12.06345854,-1.158536829
40.76,11.67809268,-1.463414878
40.78,16.81833659,-0.182927073
40.8,12.90370244,0.182926585
40.82,12.64150732,-2.256097805
40.84,11.0695561,-1.951219756
40.86,12.99638537,-0.304878293
40.88,13.46833659,-1.890244146
40.9,12.54394634,-1.158536829
40.92,12.88540976,-0.731707561
40.94,11.32443415,-2.012195366
40.96,11.68906829,-1.402439268
40.98,12.55126341,-1.829268537
41,13.32321463,-2.500000244
41.02,10.84516585,-2.317073415
41.04,11.63053171,-2.195122195
41.06,8.997604878,-4.207317317
41.08,13.00614146,-4.207317317
41.1,11.99394634,-3.35365878
41.12,12.72077561,-3.231707561
41.14,10.97687317,-2.256097805
41.16,10.40248293,-2.500000244
41.18,10.27321463,-3.109756341
41.2,12.71467805,-4.146341707
41.22,9.401263415,-4.024390488
41.24,10.71101951,-3.41463439
41.26,8.986629268,-1.341463659
41.28,10.56711707,-1.707317317
41.3,11.69516585,-2.987805122
41.32,10.70248293,-1.402439268
41.34,11.6902878,-1.890244146
41.36,10.26345854,-1.646341707
41.38,7.704921951,-0.426829512
41.4,9.585409756,-0.792683171
41.42,10.20614146,-2.134146585
41.44,11.14394634,-2.195122195
41.46,11.44760488,-1.890244146
41.48,11.32321463,-2.560975854
41.5,8.864678049,-0.121951463
41.52,11.97809268,0.243902195
41.54,13.00736098,0.121950976
41.56,13.2402878,-0.670731951
41.58,12.01101951,-1.463414878
41.6,9.002482927,-0.85365878
41.62,10.74638537,-2.44E-07
41.64,11.71223902,-0.670731951
41.66,12.30248293,-0.91463439
41.68,12.08906829,-1.402439268
41.7,12.30370244,-2.317073415
41.72,10.41345854,-1.158536829
41.74,11.54516585,0.121950976
41.76,11.00248293,-1.280488049
41.78,13.39272683,-2.378049024
41.8,11.65614146,-2.682927073
41.82,13.57687317,-3.109756341
41.84,13.88784878,-2.743902683
41.86,13.70614146,-1.463414878
41.88,11.9195561,-1.890244146
41.9,10.8793122,-2.256097805
41.92,11.95492195,-2.256097805
41.94,14.60248293,-2.987805122
41.96,11.78784878,-1.951219756
41.98,13.60492195,-1.09756122
42,12.89638537,-0.609756341
42.02,12.0500439,-1.280488049
42.04,10.61101951,-2.378049024
42.06,12.85858049,-2.560975854
42.08,13.07443415,-1.829268537
42.1,14.5293122,-0.609756341
42.12,12.2195561,-0.426829512
42.14,11.54760488,0.304877805
42.16,15.1695561,-0.426829512
42.18,13.53053171,-1.646341707
42.2,12.35248293,-1.158536829
42.22,14.6598,-0.91463439
42.24,12.89760488,-1.585366098
42.26,13.23297073,-1.463414878
42.28,13.97077561,-2.560975854
42.3,11.1793122,-2.865853902
42.32,14.77443415,-2.378049024
42.34,13.07687317,-1.646341707
42.36,13.18662927,-1.646341707
42.38,14.10858049,-1.280488049
42.4,12.2402878,-2.500000244
42.42,11.65248293,-3.47561
42.44,10.82687317,-1.768292927
42.46,11.57687317,-1.707317317
42.48,11.76467805,-2.682927073
42.5,11.47443415,-2.195122195
42.52,10.30614146,-3.719512439
42.54,13.00248293,-3.963414878
42.56,9.828092683,-2.682927073
42.58,12.02077561,-1.463414878
42.6,11.55858049,-1.280488049
42.62,11.6402878,-0.670731951
42.64,9.192726829,-1.768292927
42.66,9.542726829,-2.560975854
42.68,9.702482927,-1.707317317
42.7,12.79882439,-1.219512439
42.72,10.58784878,-0.060975854
42.74,11.57321463,0.731707073
42.76,11.00614146,0.121950976
42.78,10.32687317,-1.09756122
42.8,13.30492195,-0.365853902
42.82,12.25492195,-0.548780732
42.84,12.2402878,-2.44E-07
42.86,12.91833659,0.365853415
42.88,10.86467805,-2.439024634
42.9,10.44516585,-2.500000244
42.92,12.48053171,-2.195122195
42.94,12.90248293,-2.560975854
42.96,10.23175122,-1.03658561
42.98,11.4000439,-2.44E-07
43,8.44882439,-1.402439268
43.02,9.468336585,-2.439024634
43.04,11.73297073,-0.731707561
43.06,10.20614146,-2.012195366
43.08,10.42321463,-1.890244146
43.1,10.13540976,-0.792683171
43.12,11.08419024,-1.951219756
43.14,12.93784878,-2.865853902
43.16,12.9695561,-1.646341707
43.18,14.79760488,-2.987805122
43.2,11.0098,-2.012195366
43.22,12.24516585,-0.792683171
43.24,12.19394634,-3.109756341
43.26,12.67809268,-4.024390488
43.28,13.25858049,-2.439024634
43.3,10.92199512,-3.292683171
43.32,9.98784878,-1.829268537
43.34,12.69272683,-0.121951463
43.36,9.685409756,-0.060975854
43.38,13.75736098,-1.585366098
43.4,13.06589756,-1.280488049
43.42,9.639068293,-2.195122195
43.44,10.11711707,-1.524390488
43.46,15.73297073,-1.341463659
43.48,11.66467805,-1.585366098
43.5,13.22199512,-1.402439268
43.52,14.03053171,-1.646341707
43.54,12.86833659,-3.35365878
43.56,12.19638537,-0.85365878
43.58,11.54394634,0.792682683
43.6,12.08053171,-0.182927073
43.62,9.411019512,-0.426829512
43.64,15.11711707,-1.03658561
43.66,12.34272683,-1.463414878
43.68,12.27565366,-0.609756341
43.7,13.13662927,-0.97561
43.72,11.23297073,-1.402439268
43.74,11.22199512,-1.829268537
43.76,12.97687317,-2.073170976
43.78,12.48175122,-1.768292927
43.8,11.11467805,-2.44E-07
43.82,11.62321463,-0.548780732
43.84,15.70858049,0.975609512
43.86,13.3598,0.304877805
43.88,13.14394634,-1.646341707
43.9,11.15370244,-0.792683171
43.92,13.55248293,0.060975366
43.94,9.885409756,-0.731707561
43.96,12.12809268,-0.731707561
43.98,11.71833659,-0.243902683
44,13.83784878,-1.402439268
44.02,12.24882439,-2.134146585
44.04,11.19760488,-1.524390488
44.06,9.92077561,-0.609756341
44.08,12.09272683,-0.548780732
44.1,13.29516585,-1.09756122
44.12,10.36711707,-2.987805122
44.14,9.236629268,-2.378049024
44.16,11.46589756,-0.609756341
44.18,10.28662927,-1.585366098
44.2,9.826873171,-1.463414878
44.22,11.16711707,-2.073170976
44.24,9.413458537,-3.47561
44.26,10.11589756,-2.743902683
44.28,9.14882439,-1.829268537
44.3,12.68784878,-2.195122195
44.32,8.058580488,-1.09756122
44.34,11.73906829,-0.91463439
44.36,10.52809268,-2.560975854
44.38,9.525653659,-2.987805122
44.4,10.23906829,-2.195122195
44.42,11.00248293,-2.134146585
44.44,11.25126341,-0.304878293
44.46,13.46101951,-1.158536829
44.48,10.18540976,-2.439024634
44.5,10.44882439,-1.707317317
44.52,12.4793122,-1.341463659
44.54,12.39882439,-1.341463659
44.56,12.78419024,1.52439
44.58,11.9695561,1.58536561
44.6,13.12077561,0.182926585
44.62,13.31345854,0.060975366
44.64,11.32077561,-0.426829512
44.66,12.40126341,-0.060975854
44.68,12.81833659,0.914633902
44.7,13.34394634,0.731707073
44.72,13.23662927,-2.012195366
44.74,11.74882439,-0.487805122
44.76,15.08540976,-1.463414878
44.78,11.74272683,-1.158536829
44.8,11.62321463,-0.792683171
44.82,14.29638537,-1.219512439
44.84,13.95736098,-2.378049024
44.86,13.16101951,-2.560975854
44.88,13.38297073,-2.317073415
44.9,11.05248293,-2.439024634
44.92,10.15126341,-1.219512439
44.94,11.06223902,-2.378049024
44.96,10.92321463,-2.500000244
44.98,14.09272683,-2.256097805
45,11.0098,-1.524390488
45.02,11.39638537,-1.463414878
45.04,13.34272683,-0.121951463
45.06,15.18540976,-1.524390488
45.08,13.01467805,-1.951219756
45.1,11.6402878,-1.585366098
45.12,11.11711707,-1.707317317
45.14,14.6098,-0.670731951
45.16,11.96833659,1.097560732
45.18,14.07199512,-0.182927073
45.2,15.2000439,-0.243902683
45.22,13.99760488,0.365853415
45.24,12.61711707,-0.304878293
45.26,9.895165854,1.341463171
45.28,13.1293122,2.682926585
45.3,13.67321463,0.609755854
45.32,12.36711707,-0.365853902
45.34,12.9293122,-0.121951463
45.36,12.38175122,-0.792683171
45.38,10.77687317,-0.548780732
45.4,11.15248293,1.097560732
45.42,11.80370244,0.548780244
45.44,11.65370244,-0.182927073
45.46,10.87443415,-0.487805122
45.48,13.15248293,-2.012195366
45.5,11.99394634,-1.646341707
45.52,9.678092683,-2.134146585
45.54,11.18053171,-2.195122195
45.56,9.725653659,-2.256097805
45.58,11.9000439,-2.378049024
45.6,12.83540976,-2.743902683
45.62,12.29516585,-1.768292927
45.64,8.48175122,-1.219512439
45.66,12.6500439,-1.341463659
45.68,11.16467805,-1.524390488
45.7,11.23662927,-2.439024634
45.72,11.46345854,-2.134146585
45.74,11.46101951,-0.731707561
45.76,10.69272683,-2.44E-07
45.78,11.86345854,-1.402439268
45.8,13.18053171,-0.060975854
45.82,12.3195561,-1.158536829
45.84,10.81223902,-1.341463659
45.86,10.42199512,-1.09756122
45.88,11.01467805,-0.97561
45.9,12.21589756,-0.609756341
45.92,11.33784878,-0.85365878
45.94,9.779312195,-3.231707561
45.96,9.845165854,-3.41463439
45.98,11.11345854,-2.804878293
46,11.47321463,-2.073170976
46.02,10.6500439,-2.560975854
46.04,12.17565366,-1.829268537
46.06,12.66101951,-3.231707561
46.08,12.44760488,-4.024390488
46.1,12.96833659,-4.390244146
46.12,12.81467805,-4.207317317
46.14,13.97199512,-3.902439268
46.16,12.19638537,-3.963414878
46.18,11.5695561,-4.268292927
46.2,13.93662927,-3.780488049
46.22,12.83662927,-2.378049024
46.24,14.78662927,-2.500000244
46.26,16.17687317,-2.865853902
46.28,12.10126341,-2.439024634
46.3,11.87443415,-4.573170976
46.32,12.7902878,-4.146341707
46.34,11.73297073,-2.804878293
46.36,13.40492195,-3.53658561
46.38,13.29150732,-1.280488049
46.4,10.42443415,-0.426829512
46.42,15.06223902,-1.768292927
46.44,14.37199512,-2.073170976
46.46,13.62443415,-1.524390488
46.48,11.68175122,-2.317073415
46.5,13.23053171,-2.012195366
46.52,13.58175122,-1.585366098
46.54,13.84150732,-2.195122195
46.56,13.43053171,-2.987805122
46.58,12.49638537,-2.012195366
46.6,9.254921951,-1.768292927
46.62,11.15492195,-1.341463659
46.64,13.5000439,-1.707317317
46.66,11.41467805,-4.085366098
46.68,14.17809268,-2.439024634
46.7,12.58784878,-2.500000244
46.72,10.40492195,-2.073170976
46.74,11.06345854,-1.646341707
46.76,15.01223902,-1.09756122
46.78,12.43784878,-3.170731951
46.8,11.98175122,-2.926829512
46.82,10.33175122,-1.707317317
46.84,12.19516585,-0.365853902
46.86,13.19882439,-0.121951463
46.88,9.046385366,0.792682683
46.9,12.23540976,-0.670731951
46.92,12.01711707,-1.158536829
46.94,11.66589756,-1.463414878
46.96,11.46833659,-1.524390488
46.98,12.99882439,-0.365853902
47,10.98297073,0.121950976
47.02,12.91101951,-0.97561
47.04,10.48419024,-1.03658561
47.06,8.651263415,-1.158536829
47.08,12.03297073,-0.97561
47.1,10.83297073,1.036585122
47.12,14.84272683,-0.304878293
47.14,12.97687317,-0.91463439
47.16,14.50614146,-1.341463659
47.18,12.08053171,-1.463414878
47.2,9.711019512,-1.646341707
47.22,13.04394634,-0.304878293
47.24,12.48540976,-1.890244146
47.26,10.60858049,-2.560975854
47.28,10.16833659,-2.378049024
47.3,11.6402878,-4.146341707
47.32,9.985409756,-2.682927073
47.34,10.82809268,-2.378049024
47.36,10.95370244,-2.621951463
47.38,12.51467805,-2.804878293
47.4,10.51467805,-1.829268537
47.42,14.37321463,-2.500000244
47.44,11.60126341,-2.073170976
47.46,11.26833659,-1.03658561
47.48,12.25614146,-1.768292927
47.5,10.3793122,-1.524390488
47.52,13.25370244,-2.256097805
47.54,12.76467805,-2.743902683
47.56,14.00858049,-2.682927073
47.58,14.91833659,-1.402439268
47.6,15.53540976,-0.487805122
47.62,11.68053171,-0.97561
47.64,11.29760488,-1.341463659
47.66,14.47687317,-2.926829512
47.68,12.4402878,-1.768292927
47.7,13.2695561,-1.646341707
47.72,12.56833659,-2.500000244
47.74,14.78297073,-1.524390488
47.76,13.59882439,-1.585366098
47.78,15.23784878,-2.987805122
47.8,13.77077561,-1.768292927
47.82,12.71345854,-0.85365878
47.84,12.18053171,-1.03658561
47.86,13.15370244,-0.85365878
47.88,10.37565366,-1.829268537
47.9,13.95736098,-2.682927073
47.92,14.21101951,-2.317073415
47.94,12.52565366,-1.03658561
47.96,10.88662927,-1.280488049
47.98,11.83175122,-1.951219756
48,12.43662927,-2.073170976
48.02,11.69272683,-2.500000244
48.04,12.26833659,-1.280488049
48.06,10.57443415,-0.85365878
48.08,11.67199512,-0.97561
48.1,8.115897561,0.121950976
48.12,13.59150732,-2.439024634
48.14,14.0598,-3.109756341
48.16,13.4902878,-2.621951463
48.18,11.72443415,-1.280488049
48.2,12.47077561,-1.402439268
48.22,10.80370244,-0.365853902
48.24,11.40126341,-0.487805122
48.26,12.36101951,-2.500000244
48.28,14.52321463,-0.85365878
48.3,14.16345854,0.060975366
48.32,12.45126341,0.670731463
48.34,10.67321463,0.243902195
48.36,12.03662927,-1.585366098
48.38,11.67809268,-1.951219756
48.4,11.28419024,-1.341463659
48.42,11.30126341,-2.134146585
48.44,10.22809268,-1.280488049
48.46,11.57687317,-0.060975854
48.48,12.04150732,-2.012195366
48.5,9.784190244,-2.682927073
48.52,11.98175122,-2.500000244
48.54,10.91833659,-2.865853902
48.56,11.11833659,-2.804878293
48.58,9.465897561,-1.768292927
48.6,12.34272683,-2.560975854
48.62,12.41589756,-2.865853902
48.64,11.98906829,-3.231707561
48.66,12.31711707,-3.719512439
48.68,10.65248293,-2.621951463
48.7,13.29760488,-1.829268537
48.72,13.41467805,-3.35365878
48.74,16.83906829,-3.048780732
48.76,12.77443415,-2.317073415
48.78,14.5793122,-2.865853902
48.8,15.06345854,-1.158536829
48.82,15.68297073,-0.731707561
48.84,11.38053171,-1.09756122
48.86,13.6293122,-1.463414878
48.88,12.94272683,-0.85365878
48.9,12.54760488,-2.073170976
48.92,13.1098,-2.012195366
48.94,14.13297073,-0.609756341
48.96,11.87809268,-1.524390488
48.98,12.16467805,-2.073170976
49,12.37443415,-3.048780732
49.02,12.18297073,-2.743902683
49.04,10.52321463,-1.585366098
49.06,11.69760488,-1.524390488
49.08,13.49882439,-1.09756122
49.1,11.74638537,-1.829268537
49.12,14.77199512,-1.646341707
49.14,13.06223902,-2.743902683
49.16,10.99516585,-2.012195366
49.18,11.54760488,-1.829268537
49.2,12.5195561,-3.41463439
49.22,13.28906829,-2.865853902
49.24,9.145165854,-3.292683171
49.26,12.44882439,-2.439024634
49.28,9.015897561,-0.182927073
49.3,13.87443415,-1.280488049
49.32,13.33053171,-1.829268537
49.34,11.89882439,-1.951219756
49.36,12.7695561,-3.35365878
49.38,12.31223902,-2.865853902
49.4,13.46101951,-1.585366098
49.42,12.58419024,-1.158536829
49.44,16.30858049,-0.548780732
49.46,12.80736098,-0.182927073
49.48,12.53419024,-1.951219756
49.5,12.02199512,-1.768292927
49.52,12.65736098,0.609755854
49.54,12.15492195,-1.158536829
49.56,12.4098,-0.365853902
49.58,11.97199512,-0.426829512
49.6,11.65370244,-0.91463439
49.62,10.57809268,-0.548780732
49.64,11.53053171,-0.670731951
49.66,12.00248293,-0.304878293
49.68,10.43175122,0.731707073
49.7,12.12199512,-0.670731951
49.72,13.74882439,-2.256097805
49.74,12.25858049,-1.463414878
49.76,11.73175122,-0.792683171
49.78,12.81833659,-1.09756122
49.8,10.85736098,-1.219512439
49.82,10.51467805,-1.768292927
49.84,10.56223902,-2.073170976
49.86,11.09150732,-1.402439268
49.88,11.30614146,-1.585366098
49.9,12.06467805,-0.91463439
49.92,11.86345854,-0.182927073
49.94,12.05614146,-1.341463659
49.96,14.76345854,-2.073170976
49.98,12.61711707,-2.317073415
50,9.690287805,-1.768292927
50.02,10.6293122,-2.317073415
50.04,12.09394634,-0.792683171
50.06,11.31589756,-0.060975854
50.08,12.33662927,-0.731707561
50.1,8.724434146,0.182926585
50.12,14.12077561,0.548780244
50.14,11.5598,0.365853415
50.16,11.93784878,0.975609512
50.18,13.26345854,0.548780244
50.2,12.92809268,-1.03658561
50.22,14.25126341,-0.487805122
50.24,11.73662927,-0.060975854
50.26,12.92687317,-0.060975854
50.28,12.87565366,0.670731463
50.3,10.97443415,-1.09756122
50.32,13.58419024,-2.621951463
50.34,11.31223902,-2.682927073
50.36,11.5000439,-3.048780732
50.38,13.52199512,-3.47561
50.4,10.81833659,-2.012195366
50.42,12.68906829,-2.134146585
50.44,16.43175122,-2.743902683
50.46,12.61467805,-1.402439268
50.48,13.65858049,-1.707317317
50.5,14.99760488,-1.463414878
50.52,10.6500439,-0.365853902
50.54,15.99272683,-0.97561
50.56,14.67199512,-1.463414878
50.58,12.75858049,-2.987805122
50.6,14.21833659,-2.682927073
50.62,12.89882439,-1.829268537
50.64,13.78175122,-0.487805122
50.66,13.17565366,-0.365853902
50.68,15.29394634,-2.317073415
50.7,12.96467805,-1.768292927
50.72,11.8695561,-2.804878293
50.74,12.42809268,-1.524390488
50.76,13.26589756,-0.731707561
50.78,13.75248293,-0.91463439
50.8,12.27565366,-1.463414878
50.82,10.36467805,-2.195122195
50.84,14.28662927,-1.951219756
50.86,10.04760488,-1.280488049
50.88,11.25370244,-0.97561
50.9,11.38540976,-0.731707561
50.92,10.08297073,-0.97561
50.94,10.1293122,-1.890244146
50.96,11.48297073,-3.109756341
50.98,13.85370244,-2.743902683
51,11.18784878,-2.560975854
51.02,12.63784878,-2.987805122
51.04,11.21223902,-3.231707561
51.06,11.94516585,-3.109756341
51.08,10.98419024,-3.53658561
51.1,10.36589756,-1.646341707
51.12,12.2598,-1.09756122
51.14,11.88906829,-0.548780732
51.16,12.95492195,-0.97561
51.18,11.12199512,-1.646341707
51.2,13.43419024,-2.926829512
51.22,12.6793122,-2.560975854
51.24,11.60248293,-1.280488049
51.26,11.38906829,-1.524390488
51.28,10.11223902,-1.158536829
51.3,13.25370244,-2.317073415
51.32,8.373214634,-3.841463659
51.34,14.88906829,-2.012195366
51.36,10.25858049,-0.85365878
51.38,10.91345854,-0.91463439
51.4,9.63175122,-2.073170976
51.42,7.890287805,-2.378049024
51.44,12.43784878,-2.682927073
51.46,11.23297073,-0.91463439
51.48,12.62199512,-0.365853902
51.5,12.16467805,-2.44E-07
51.52,12.71589756,-0.060975854
51.54,12.49760488,-2.195122195
51.56,11.22077561,-2.500000244
51.58,11.75614146,-1.951219756
51.6,9.664678049,-2.256097805
51.62,14.1195561,-3.719512439
51.64,12.3598,-2.804878293
51.66,13.14272683,-2.560975854
51.68,11.53175122,-3.719512439
51.7,14.32443415,-2.621951463
51.72,13.65492195,-2.195122195
51.74,9.784190244,-1.951219756
51.76,10.13784878,-1.03658561
51.78,12.44272683,-3.719512439
51.8,13.99394634,-3.53658561
51.82,13.58784878,-2.439024634
51.84,13.30248293,-1.829268537
51.86,14.90492195,-1.341463659
51.88,11.95858049,-0.548780732
51.9,11.77199512,-1.463414878
51.92,13.44882439,-2.439024634
51.94,13.2293122,-0.85365878
51.96,14.26223902,-1.524390488
51.98,9.826873171,0.060975366
52,12.1195561,-0.548780732
52.02,14.00858049,-2.256097805
52.04,12.50614146,-1.585366098
52.06,14.29882439,-1.707317317
52.08,13.16101951,-1.768292927
52.1,12.79516585,-1.219512439
52.12,12.43784878,-2.134146585
52.14,13.4098,-3.47561
52.16,12.12443415,-4.085366098
52.18,12.17321463,-4.756097805
52.2,10.86589756,-4.817073415
52.22,14.41223902,-4.207317317
52.24,12.05614146,-4.329268537
52.26,11.15126341,-4.207317317
52.28,10.82443415,-4.634146585
52.3,11.25248293,-2.560975854
52.32,12.63784878,-3.41463439
52.34,11.8902878,-2.804878293
52.36,14.58662927,-1.09756122
52.38,13.4293122,-3.231707561
52.4,13.11711707,-3.658536829
52.42,11.58540976,-3.780488049
52.44,12.94882439,-2.743902683
52.46,13.06589756,-2.195122195
52.48,11.32321463,-0.426829512
52.5,12.48906829,-2.256097805
52.52,9.28175122,-2.134146585
52.54,9.853702439,-2.500000244
52.56,12.9500439,-2.560975854
52.58,10.05370244,-0.609756341
52.6,12.11589756,-0.060975854
52.62,12.78906829,-1.280488049
52.64,10.84638537,-1.09756122
52.66,13.90492195,-2.134146585
52.68,11.06345854,-2.500000244
52.7,12.33540976,-1.09756122
52.72,12.34760488,-0.365853902
52.74,10.31467805,-1.402439268
52.76,11.2000439,-1.890244146
52.78,12.16223902,-2.804878293
52.8,12.60614146,-3.170731951
52.82,10.80248293,-1.829268537
52.84,9.853702439,-2.621951463
52.86,14.25614146,-4.329268537
52.88,11.34150732,-3.292683171
52.9,12.87321463,-3.109756341
52.92,9.368336585,-2.682927073
52.94,12.78906829,-1.402439268
52.96,11.23540976,-0.304878293
52.98,12.11467805,-0.426829512
53,13.5902878,-1.829268537
53.02,13.45370244,-2.378049024
53.04,11.70492195,-1.585366098
53.06,11.07565366,-0.548780732
53.08,10.50614146,0.609755854
53.1,10.86711707,-0.304878293
53.12,12.10248293,-1.341463659
53.14,11.08540976,-2.621951463
53.16,9.911019512,-2.195122195
53.18,14.55370244,-0.487805122
53.2,16.36345854,-0.060975854
53.22,12.17321463,-0.304878293
53.24,11.49516585,-0.97561
53.26,12.66223902,-2.012195366
53.28,13.5293122,-2.500000244
53.3,11.23906829,0.243902195
53.32,13.19272683,-0.487805122
53.34,14.31589756,-0.121951463
53.36,12.58906829,-0.365853902
53.38,10.92321463,-1.341463659
53.4,14.3500439,-1.585366098
53.42,13.5402878,-1.280488049
53.44,13.69272683,-2.134146585
53.46,14.97809268,-2.560975854
53.48,15.34272683,-1.768292927
53.5,11.98784878,-2.865853902
53.52,12.26223902,-2.073170976
53.54,14.3500439,-2.012195366
53.56,11.4902878,-2.865853902
53.58,11.84150732,-0.670731951
53.6,11.3598,-1.463414878
53.62,11.99638537,-2.865853902
53.64,12.84516585,-2.195122195
53.66,13.0000439,-1.829268537
53.68,12.66711707,-1.768292927
53.7,10.80126341,-0.060975854
53.72,11.53419024,-0.243902683
53.74,12.13297073,-0.731707561
53.76,12.48906829,-0.121951463
53.78,11.32199512,-1.585366098
53.8,12.15858049,0.182926585
53.82,11.49882439,0.487804634
53.84,12.23662927,-0.609756341
53.86,14.2695561,-1.09756122
53.88,11.3500439,-0.609756341
53.9,12.64760488,-0.97561
53.92,10.14272683,0.121950976
53.94,12.14150732,1.097560732
53.96,11.46589756,-1.280488049
53.98,12.29394634,-1.158536829
54,11.53175122,-2.012195366
54.02,10.67199512,-2.682927073
54.04,12.06589756,-3.109756341
54.06,11.46833659,-1.829268537
54.08,9.562239024,-3.658536829
54.1,11.68784878,-3.719512439
54.12,13.2598,-2.804878293
54.14,11.28297073,-2.439024634
54.16,10.63053171,-1.09756122
54.18,11.63053171,0.304877805
54.2,12.39150732,-1.341463659
54.22,10.35370244,-0.85365878
54.24,12.34638537,-1.829268537
54.26,12.74394634,-0.97561
54.28,10.73906829,-0.85365878
54.3,11.76589756,1.158536341
54.32,14.43662927,0.975609512
54.34,13.51467805,-0.182927073
54.36,12.85126341,-0.792683171
54.38,11.7293122,-1.646341707
54.4,11.69760488,-0.060975854
54.42,11.68540976,0.243902195
54.44,12.7195561,-0.670731951
54.46,13.5793122,-1.219512439
54.48,12.27199512,-2.012195366
54.5,12.6902878,-2.743902683
54.52,13.23662927,-1.951219756
54.54,9.685409756,-0.548780732
54.56,12.43419024,-1.646341707
54.58,11.06711707,-2.256097805
54.6,12.23662927,-1.524390488
54.62,14.57687317,-2.987805122
54.64,12.83175122,-2.560975854
54.66,12.66467805,-2.317073415
54.68,13.07809268,-2.621951463
54.7,11.73784878,-2.926829512
54.72,11.68053171,-2.743902683
54.74,11.98784878,-2.987805122
54.76,12.65370244,-1.402439268
54.78,13.17687317,-2.317073415
54.8,13.42443415,-2.621951463
54.82,13.18419024,-3.841463659
54.84,11.68540976,-3.841463659
54.86,14.91345854,-3.780488049
54.88,13.33175122,-3.109756341
54.9,13.7402878,-2.926829512
54.92,12.54638537,-2.865853902
54.94,10.50126341,-2.621951463
54.96,12.56101951,-3.59756122
54.98,12.83906829,-4.024390488
55,13.29516585,-2.378049024
55.02,15.13297073,-2.256097805
55.04,9.434190244,-2.560975854
55.06,12.13053171,-2.560975854
55.08,14.49760488,-4.329268537
55.1,11.94272683,-4.085366098
55.12,14.29516585,-3.109756341
55.14,12.22199512,-3.658536829
55.16,13.72321463,-2.621951463
55.18,11.41833659,-2.439024634
55.2,9.978092683,-3.292683171
55.22,11.3000439,-2.987805122
55.24,11.63175122,-3.048780732
55.26,12.28053171,-3.292683171
55.28,13.99394634,-2.560975854
55.3,11.60858049,-3.048780732
55.32,12.41101951,-3.59756122
55.34,11.41101951,-2.926829512
55.36,12.99638537,-1.646341707
55.38,14.73297073,-1.158536829
55.4,12.04150732,-0.426829512
55.42,11.03175122,-1.280488049
55.44,12.6902878,-3.231707561
55.46,12.15858049,-3.59756122
55.48,10.23419024,-1.524390488
55.5,13.32565366,-1.402439268
55.52,12.71589756,-2.44E-07
55.54,11.23297073,-0.85365878
55.56,13.7598,-1.829268537
55.58,13.51833659,-2.012195366
55.6,12.72565366,-0.487805122
55.62,13.2293122,-1.890244146
55.64,11.10614146,-2.317073415
55.66,10.61467805,-2.621951463
55.68,10.48906829,-4.756097805
55.7,12.22687317,-4.146341707
55.72,12.95614146,-1.402439268
55.74,11.57321463,-1.524390488
55.76,11.36833659,-0.365853902
55.78,11.78784878,-2.439024634
55.8,12.46345854,-2.865853902
55.82,11.43297073,-2.317073415
55.84,14.50858049,-2.317073415
55.86,10.88784878,-3.231707561
55.88,9.885409756,-1.707317317
55.9,11.06589756,-2.621951463
55.92,11.8402878,-3.231707561
55.94,12.69638537,-2.500000244
55.96,13.04882439,-1.829268537
