CH No.,CH6,CH8,,,,
Unit,cm/s2,V,,,,
103.46,16.53419024,-2.865853902,,,,
103.48,17.17077561,-4.878049024,,,,
103.5,15.19394634,-1.829268537,,,,
103.52,16.27809268,-0.426829512,,,,
103.54,16.4098,-1.463414878,,,,
103.56,14.41833659,-2.012195366,,,,
103.58,17.51345854,0.121950976,,,,
103.6,16.77443415,-6.219512439,,,,
103.62,17.92321463,-5.548780732,,,,
103.64,20.28662927,-1.707317317,,,,
103.66,17.11101951,2.560975366,,,,
103.68,16.7902878,9.08536561,,,,
103.7,19.87199512,0.731707073,,,,
103.72,17.63906829,-6.09756122,,,,
103.74,18.72199512,-3.231707561,,,,
103.76,16.66345854,-2.44E-07,,,,
103.78,18.86833659,-0.548780732,,,,
103.8,18.03175122,0.243902195,,,,
103.82,16.66589756,-2.134146585,,,,
103.84,16.42199512,-2.743902683,,,,
103.86,16.75126341,-1.707317317,,,,
103.88,14.47687317,-2.195122195,,,,
103.9,13.57321463,-2.317073415,,,,
103.92,16.42687317,-1.341463659,,,,
103.94,16.90858049,-3.41463439,,,,
103.96,16.15370244,-2.012195366,,,,
103.98,18.33784878,-2.500000244,,,,
104,18.28540976,-3.170731951,,,,
104.02,18.15492195,-2.682927073,,,,
104.04,17.52077561,-4.329268537,,,,
104.06,17.29882439,-4.817073415,,,,
104.08,16.71833659,1.158536341,,,,
104.1,17.45736098,-5.792683171,,,,
104.12,17.72565366,-2.500000244,,,,
104.14,17.56833659,-2.256097805,,,,
104.16,17.6098,-1.402439268,,,,
104.18,17.50492195,-0.365853902,,,,
104.2,18.5695561,-1.09756122,,,,
104.22,17.07199512,-1.463414878,,,,
104.24,17.94150732,-2.743902683,,,,
104.26,17.04882439,-0.304878293,,,,
104.28,16.4902878,0.243902195,,,,
104.3,16.22321463,0.426829024,,,,
104.32,17.21223902,0.670731463,,,,
104.34,15.94516585,-0.060975854,,,,
104.36,14.87321463,1.219511951,,,,
104.38,15.23662927,0.548780244,,,,
104.4,16.07321463,-1.585366098,,,,
104.42,18.13175122,-1.402439268,,,,
104.44,16.3598,-1.707317317,,,,
104.46,17.76101951,-2.439024634,,,,
104.48,20.02321463,-3.719512439,,,,
104.5,16.60736098,-2.378049024,,,,
104.52,18.49638537,-2.865853902,,,,
104.54,15.69516585,-3.963414878,,,,
104.56,18.39150732,-4.756097805,,,,
104.58,19.27077561,-6.402439268,,,,
104.6,16.46711707,-6.402439268,,,,
104.62,19.29394634,-5.121951463,,,,
104.64,19.92443415,-3.902439268,,,,
104.66,17.43175122,-5.426829512,,,,
104.68,18.94638537,-3.47561,,,,
104.7,16.55858049,-2.500000244,,,,
104.72,16.83419024,-2.987805122,,,,
104.74,17.08053171,-2.500000244,,,,
104.76,18.53053171,-2.987805122,,,,
104.78,17.63662927,-1.585366098,,,,
104.8,17.92077561,-1.829268537,,,,
104.82,16.05736098,-1.768292927,,,,
104.84,15.99882439,-0.487805122,,,,
104.86,19.01711707,2.195121707,,,,
104.88,19.61833659,1.890243659,,,,
104.9,18.47687317,0.121950976,,,,
104.92,16.75248293,1.890243659,,,,
104.94,17.80248293,-5.121951463,,,,
104.96,16.46833659,-0.609756341,,,,
104.98,20.54760488,2.195121707,,,,
105,20.5695561,-3.292683171,,,,
105.02,17.40858049,-0.243902683,,,,
105.04,17.15492195,2.439024146,,,,
105.06,18.99882439,-3.841463659,,,,
105.08,17.5695561,-18.96341488,,,,
105.1,18.79394634,1.46341439,,,,
105.12,17.08906829,1.40243878,,,,
105.14,19.1098,-16.15853683,,,,
105.16,17.51833659,-4.695122195,,,,
105.18,17.43784878,2.865853415,,,,
105.2,18.04882439,9.756097317,,,,
105.22,15.91223902,29.99999976,,,,
105.24,18.88175122,-0.182927073,,,,
105.26,18.19516585,-34.0853661,,,,
105.28,16.72077561,-11.64634171,,,,
105.3,18.40614146,-6.707317317,,,,
105.32,18.03662927,-5.548780732,,,,
105.34,19.70370244,-5.304878293,,,,
105.36,19.39272683,-3.41463439,,,,
105.38,17.1598,1.890243659,,,,
105.4,17.09760488,3.292682683,,,,
105.42,17.59394634,2.987804634,,,,
105.44,17.44150732,2.987804634,,,,
105.46,18.32809268,0.670731463,,,,
105.48,17.12077561,-1.09756122,,,,
105.5,18.57565366,-0.487805122,,,,
105.52,18.63540976,1.036585122,,,,
105.54,18.03662927,-0.731707561,,,,
105.56,18.41223902,0.853658293,,,,
105.58,17.40858049,-1.341463659,,,,
105.6,18.69272683,-0.548780732,,,,
105.62,17.94394634,-0.91463439,,,,
105.64,16.65858049,-0.182927073,,,,
105.66,18.89394634,-1.280488049,,,,
105.68,18.22077561,-1.280488049,,,,
105.7,15.41589756,-3.59756122,,,,
105.72,15.8598,-8.841463659,,,,
105.74,13.12687317,1.890243659,,,,
105.76,14.08175122,12.62195098,,,,
105.78,14.33175122,3.719511951,,,,
105.8,14.44150732,0.853658293,,,,
105.82,16.06589756,5.670731463,,,,
105.84,15.68662927,9.756097317,,,,
105.86,17.99882439,5.060975366,,,,
105.88,17.60248293,-0.243902683,,,,
105.9,20.10736098,-24.81707341,,,,
105.92,19.16589756,-15.18292707,,,,
105.94,20.22443415,-5.91463439,,,,
105.96,17.66345854,-3.780488049,,,,
105.98,19.93784878,-3.292683171,,,,
106,18.37443415,-5.121951463,,,,
106.02,17.3902878,-3.47561,,,,
106.04,15.6500439,-1.585366098,,,,
106.06,17.32687317,-0.97561,,,,
106.08,19.32565366,-3.658536829,,,,
106.1,14.40126341,-5.548780732,,,,
106.12,19.55736098,-5.365853902,,,,
106.14,17.35736098,-3.658536829,,,,
106.16,17.60736098,-5.731707561,,,,
106.18,17.19638537,0.121950976,,,,
106.2,16.3793122,8.353658293,,,,
106.22,18.29638537,11.34146317,,,,
106.24,16.06101951,12.07317049,,,,
106.26,15.3293122,4.02439,,,,
106.28,16.62443415,-9.573170976,,,,
106.3,17.23419024,-6.585366098,,,,
106.32,18.98540976,-0.243902683,,,,
106.34,14.53906829,-0.792683171,,,,
106.36,16.41101951,-4.756097805,,,,
106.38,16.39150732,-4.207317317,,,,
106.4,17.49638537,-3.841463659,,,,
106.42,18.40614146,-4.146341707,,,,
106.44,16.68053171,-3.47561,,,,
106.46,15.68175122,-4.329268537,,,,
106.48,15.87809268,-4.756097805,,,,
106.5,17.09882439,-4.634146585,,,,
106.52,17.38175122,-4.207317317,,,,
106.54,17.54760488,-3.048780732,,,,
106.56,15.68297073,-0.548780732,,,,
106.58,18.61345854,0.243902195,,,,
106.6,19.66589756,-0.731707561,,,,
106.62,18.63419024,-0.85365878,,,,
106.64,18.26101951,-1.951219756,,,,
106.66,18.69882439,-2.012195366,,,,
106.68,19.65370244,0.243902195,,,,
106.7,16.37321463,-0.121951463,,,,
106.72,16.9402878,-0.365853902,,,,
106.74,17.63662927,1.158536341,,,,
106.76,16.58662927,1.158536341,,,,
106.78,15.43053171,1.097560732,,,,
106.8,18.38784878,0.487804634,,,,
106.82,17.94150732,0.304877805,,,,
106.84,18.74394634,1.097560732,,,,
106.86,13.91467805,-0.548780732,,,,
106.88,19.18297073,-2.926829512,,,,
106.9,15.05248293,-4.024390488,,,,
106.92,16.90858049,-2.134146585,,,,
106.94,21.25492195,-1.829268537,,,,
106.96,15.10614146,-0.97561,,,,
106.98,19.67443415,-0.426829512,,,,
107,19.36833659,-0.243902683,,,,
107.02,15.87443415,-3.231707561,,,,
107.04,14.76345854,-3.41463439,,,,
107.06,19.45858049,-12.2560978,,,,
107.08,16.0000439,-14.51219537,,,,
107.1,15.19760488,-16.40243927,,,,
107.12,16.97809268,-26.89024415,,,,
107.14,14.84150732,1.158536341,,,,
107.16,16.41467805,9.14634122,,,,
107.18,17.24882439,5.914633902,,,,
107.2,17.49394634,3.597560732,,,,
107.22,17.35736098,1.64634122,,,,
107.24,15.61833659,-1.158536829,,,,
107.26,18.82199512,-0.792683171,,,,
107.28,16.31101951,1.219511951,,,,
107.3,19.17321463,2.317072927,,,,
107.32,17.9902878,5.731707073,,,,
107.34,14.80126341,-1.463414878,,,,
107.36,18.58784878,-2.256097805,,,,
107.38,19.27565366,-1.646341707,,,,
107.4,19.80126341,6.219511951,,,,
107.42,19.87809268,6.64634122,,,,
107.44,20.07199512,7.134146098,,,,
107.46,19.68053171,7.256097317,,,,
107.48,19.05248293,-5.731707561,,,,
107.5,20.89638537,-4.024390488,,,,
107.52,21.55614146,3.597560732,,,,
107.54,18.62321463,-8.53658561,,,,
107.56,18.91223902,5.182926585,,,,
107.58,19.10614146,19.20731683,,,,
107.6,19.02443415,5.609755854,,,,
107.62,18.33175122,-10.00000024,,,,
107.64,17.50736098,-9.451219756,,,,
107.66,19.68053171,-6.09756122,,,,
107.68,20.7695561,-2.682927073,,,,
107.7,21.86223902,1.097560732,,,,
107.72,21.7695561,-1.09756122,,,,
107.74,20.14638537,-1.158536829,,,,
107.76,20.58297073,-0.670731951,,,,
107.78,23.19394634,-0.243902683,,,,
107.8,22.99760488,-0.060975854,,,,
107.82,22.52321463,-0.548780732,,,,
107.84,20.36345854,-1.524390488,,,,
107.86,21.63906829,0.365853415,,,,
107.88,20.79516585,1.707316829,,,,
107.9,21.19760488,0.853658293,,,,
107.92,19.85736098,1.46341439,,,,
107.94,20.65736098,0.914633902,,,,
107.96,20.11345854,0.975609512,,,,
107.98,21.86833659,1.46341439,,,,
108,23.24882439,0.121950976,,,,
108.02,20.18906829,-0.365853902,,,,
108.04,18.31589756,1.52439,,,,
108.06,20.15614146,3.658536341,,,,
108.08,18.04760488,1.707316829,,,,
108.1,18.51223902,-0.060975854,,,,
108.12,19.3500439,-0.85365878,,,,
108.14,16.08419024,-2.073170976,,,,
108.16,16.04150732,-0.304878293,,,,
108.18,15.34272683,-0.670731951,,,,
108.2,17.48906829,-0.182927073,,,,
108.22,19.41345854,-0.609756341,,,,
108.24,21.56589756,-2.195122195,,,,
108.26,24.72199512,-3.048780732,,,,
108.28,22.91101951,-1.707317317,,,,
108.3,21.42443415,-1.09756122,,,,
108.32,22.38540976,-1.524390488,,,,
108.34,21.45248293,-2.317073415,,,,
108.36,21.43906829,-3.35365878,,,,
108.38,21.83053171,-1.829268537,,,,
108.4,19.75370244,-0.609756341,,,,
108.42,22.40126341,-1.219512439,,,,
108.44,21.12443415,-1.158536829,,,,
108.46,20.7902878,-1.280488049,,,,
108.48,21.3500439,-2.012195366,,,,
108.5,22.5195561,0.182926585,,,,
108.52,21.68053171,1.46341439,,,,
108.54,22.78540976,2.439024146,,,,
108.56,20.00736098,2.012194878,,,,
108.58,21.22443415,2.865853415,,,,
108.6,22.86711707,1.036585122,,,,
108.62,17.51101951,1.64634122,,,,
108.64,18.0402878,1.951219268,,,,
108.66,18.01833659,2.499999756,,,,
108.68,20.3695561,2.256097317,,,,
108.7,18.6402878,1.58536561,,,,
108.72,19.16589756,-0.243902683,,,,
108.74,16.49272683,-0.243902683,,,,
108.76,21.58175122,-0.304878293,,,,
108.78,21.14394634,-0.304878293,,,,
108.8,23.42443415,0.304877805,,,,
108.82,21.65492195,-1.829268537,,,,
108.84,20.7000439,-3.47561,,,,
108.86,18.07687317,-3.59756122,,,,
108.88,18.15858049,-3.47561,,,,
108.9,16.42565366,-3.902439268,,,,
108.92,16.9000439,-2.621951463,,,,
108.94,16.97687317,-3.902439268,,,,
108.96,15.48053171,-3.902439268,,,,
108.98,16.78419024,-3.41463439,,,,
109,17.97809268,-3.719512439,,,,
109.02,20.76589756,-2.134146585,,,,
109.04,22.50370244,-1.524390488,,,,
109.06,20.19760488,-2.012195366,,,,
109.08,21.98662927,-2.743902683,,,,
109.1,23.46467805,-1.707317317,,,,
109.12,24.90248293,-13.71951244,,,,
109.14,24.81345854,-8.719512439,,,,
109.16,23.95614146,6.46341439,,,,
109.18,23.30736098,14.6341461,,,,
109.2,20.8402878,-6.890244146,,,,
109.22,19.44394634,-10.12195146,,,,
109.24,21.41711707,-8.59756122,,,,
109.26,18.66223902,-135.8536588,,,,
109.28,19.4098,27.43902415,,,,
109.3,19.37199512,10.79268268,,,,
109.32,17.4598,32.43902415,,,,
109.34,18.4902878,-8.59756122,,,,
109.36,16.79272683,-1.646341707,,,,
109.38,18.63906829,-9.329268537,,,,
109.4,16.43784878,0.975609512,,,,
109.42,18.43419024,-6.646341707,,,,
109.44,17.1293122,-4.878049024,,,,
109.46,18.8500439,-8.59756122,,,,
109.48,16.13419024,-17.74390268,,,,
109.5,16.37199512,16.34146317,,,,
109.52,20.77687317,-8.780488049,,,,
109.54,21.45858049,1.158536341,,,,
109.56,22.1098,-5.121951463,,,,
109.58,19.93540976,0.182926585,,,,
109.6,23.27321463,-1.219512439,,,,
109.62,20.75248293,-1.829268537,,,,
109.64,22.05858049,-0.487805122,,,,
109.66,20.04516585,-1.09756122,,,,
109.68,21.28175122,-1.524390488,,,,
109.7,21.73175122,-0.609756341,,,,
109.72,17.4500439,-1.402439268,,,,
109.74,18.3402878,0.121950976,,,,
109.76,21.20614146,1.58536561,,,,
109.78,21.80126341,1.280487561,,,,
109.8,19.02809268,1.40243878,,,,
109.82,21.34760488,1.707316829,,,,
109.84,20.8195561,1.829268049,,,,
109.86,19.78662927,0.853658293,,,,
109.88,19.78297073,1.707316829,,,,
109.9,20.62687317,0.853658293,,,,
109.92,19.63175122,0.121950976,,,,
109.94,19.30126341,-1.03658561,,,,
109.96,18.78175122,-1.341463659,,,,
109.98,18.76833659,-1.219512439,,,,
110,18.39516585,-0.670731951,,,,
110.02,18.16345854,-1.585366098,,,,
110.04,17.96833659,-2.195122195,,,,
110.06,17.5098,-2.926829512,,,,
110.08,20.40492195,-4.329268537,,,,
110.1,20.56711707,-4.512195366,,,,
110.12,19.03540976,-4.878049024,,,,
110.14,19.94394634,-4.634146585,,,,
110.16,19.21833659,-4.634146585,,,,
110.18,18.67077561,-3.780488049,,,,
110.2,19.49394634,-4.817073415,,,,
110.22,19.51833659,-2.500000244,,,,
110.24,19.57077561,-3.41463439,,,,
110.26,20.08053171,-2.500000244,,,,
110.28,18.58540976,-1.829268537,,,,
110.3,22.92809268,-3.170731951,,,,
110.32,20.04516585,-2.621951463,,,,
110.34,21.10370244,-1.524390488,,,,
110.36,16.95614146,-0.487805122,,,,
110.38,21.03175122,0.426829024,,,,
110.4,19.93784878,0.792682683,,,,
110.42,20.35614146,0.548780244,,,,
110.44,15.93297073,1.341463171,,,,
110.46,18.69638537,2.499999756,,,,
110.48,17.94150732,0.975609512,,,,
110.5,18.88906829,0.914633902,,,,
110.52,18.70126341,0.243902195,,,,
110.54,18.92077561,-1.158536829,,,,
110.56,16.96223902,-2.012195366,,,,
110.58,18.70858049,-2.500000244,,,,
110.6,18.22687317,-4.085366098,,,,
110.62,16.75492195,-3.780488049,,,,
110.64,17.26589756,-2.743902683,,,,
110.66,21.06467805,-3.47561,,,,
110.68,19.3000439,-4.390244146,,,,
110.7,17.43662927,-4.024390488,,,,
110.72,17.27443415,-5.97561,,,,
110.74,17.35736098,-5.304878293,,,,
110.76,17.68175122,-3.292683171,,,,
110.78,15.2500439,-4.207317317,,,,
110.8,15.57199512,-3.841463659,,,,
110.82,15.07077561,-2.743902683,,,,
110.84,17.69882439,-2.134146585,,,,
110.86,12.78906829,-1.03658561,,,,
110.88,14.47321463,-0.548780732,,,,
110.9,16.29882439,-1.585366098,,,,
110.92,18.19394634,-2.073170976,,,,
110.94,18.06101951,-1.03658561,,,,
110.96,19.11467805,-1.341463659,,,,
110.98,17.83540976,-0.060975854,,,,
111,15.97077561,1.46341439,,,,
111.02,17.4098,-0.304878293,,,,
111.04,17.01589756,0.792682683,,,,
111.06,13.99394634,2.439024146,,,,
111.08,13.58419024,2.317072927,,,,
111.1,13.69638537,1.768292439,,,,
111.12,12.03540976,0.975609512,,,,
111.14,11.86833659,-0.365853902,,,,
111.16,15.58297073,-0.609756341,,,,
111.18,14.13175122,-1.524390488,,,,
111.2,14.88784878,-1.829268537,,,,
111.22,20.02077561,-1.158536829,,,,
111.24,16.8098,-0.85365878,,,,
111.26,19.7293122,-2.500000244,,,,
111.28,22.55614146,-2.378049024,,,,
111.3,20.9695561,-3.170731951,,,,
111.32,22.21589756,-4.024390488,,,,
111.34,20.89272683,-2.865853902,,,,
111.36,19.10858049,-3.53658561,,,,
111.38,18.47077561,-3.35365878,,,,
111.4,16.71833659,-2.073170976,,,,
111.42,16.1402878,-1.585366098,,,,
111.44,18.44272683,-1.829268537,,,,
111.46,14.57077561,-0.85365878,,,,
111.48,18.04150732,-0.426829512,,,,
111.5,17.05858049,-1.280488049,,,,
111.52,16.29394634,-1.09756122,,,,
111.54,15.93175122,-1.951219756,,,,
111.56,17.63540976,-1.646341707,,,,
111.58,15.8902878,0.792682683,,,,
111.6,16.05858049,0.060975366,,,,
111.62,15.03784878,0.304877805,,,,
111.64,16.44516585,0.487804634,,,,
111.66,17.18540976,0.121950976,,,,
111.68,14.43053171,-0.365853902,,,,
111.7,14.35614146,1.158536341,,,,
111.72,18.2500439,1.40243878,,,,
111.74,20.2500439,-0.182927073,,,,
111.76,16.99150732,0.182926585,,,,
111.78,16.75614146,-1.707317317,,,,
111.8,17.07809268,-1.03658561,,,,
111.82,16.0402878,-1.402439268,,,,
111.84,15.92199512,-0.609756341,,,,
111.86,15.22443415,-1.951219756,,,,
111.88,12.41223902,-2.439024634,,,,
111.9,16.32809268,-4.451219756,,,,
111.92,13.9500439,-4.085366098,,,,
111.94,15.6195561,-2.317073415,,,,
111.96,14.21223902,-2.865853902,,,,
111.98,18.02321463,-2.073170976,,,,
112,17.44516585,-1.09756122,,,,
112.02,18.74394634,-1.524390488,,,,
112.04,18.84150732,-1.890244146,,,,
112.06,18.41711707,-0.731707561,,,,
112.08,20.55248293,0.487804634,,,,
112.1,18.60370244,0.731707073,,,,
112.12,16.73906829,0.548780244,,,,
112.14,14.97077561,0.548780244,,,,
112.16,15.9195561,1.40243878,,,,
112.18,17.13662927,2.378048537,,,,
112.2,14.9500439,2.073170488,,,,
112.22,12.3598,2.134146098,,,,
112.24,16.73784878,1.341463171,,,,
112.26,16.94394634,0.365853415,,,,
112.28,15.80614146,0.853658293,,,,
112.3,18.61589756,0.914633902,,,,
112.32,18.7000439,1.40243878,,,,
112.34,19.73540976,1.707316829,,,,
112.36,19.52809268,1.036585122,,,,
112.38,18.55248293,-1.585366098,,,,
112.4,16.48297073,0.060975366,,,,
112.42,15.27321463,1.036585122,,,,
112.44,14.69394634,-0.548780732,,,,
112.46,15.91101951,-1.768292927,,,,
112.48,15.65248293,-2.804878293,,,,
112.5,17.24516585,-3.47561,,,,
112.52,19.99272683,-3.41463439,,,,
112.54,14.92321463,-3.170731951,,,,
112.56,16.77565366,-4.451219756,,,,
112.58,19.08297073,-2.195122195,,,,
112.6,15.87809268,-2.621951463,,,,
112.62,16.45492195,-3.109756341,,,,
112.64,18.07443415,-2.682927073,,,,
112.66,16.66833659,-0.97561,,,,
112.68,17.01589756,-2.439024634,,,,
112.7,18.59394634,-0.97561,,,,
112.72,17.13053171,-1.951219756,,,,
112.74,16.13784878,-2.195122195,,,,
112.76,19.93662927,-0.182927073,,,,
112.78,20.54516585,-1.03658561,,,,
112.8,17.86589756,-0.182927073,,,,
112.82,16.77321463,0.792682683,,,,
112.84,16.78662927,-0.121951463,,,,
112.86,17.43540976,0.060975366,,,,
112.88,16.58662927,-0.304878293,,,,
112.9,16.53662927,0.121950976,,,,
112.92,14.41101951,-0.731707561,,,,
112.94,15.25492195,0.060975366,,,,
112.96,16.45736098,-1.829268537,,,,
112.98,15.00126341,-3.47561,,,,
113,18.09150732,-2.621951463,,,,
113.02,13.06833659,-3.231707561,,,,
113.04,15.34516585,-1.768292927,,,,
113.06,12.0695561,-0.731707561,,,,
113.08,16.88784878,-1.707317317,,,,
113.1,17.41589756,-3.048780732,,,,
113.12,17.16467805,-2.378049024,,,,
113.14,16.38175122,-2.500000244,,,,
113.16,16.78662927,-3.780488049,,,,
113.18,17.30492195,-2.987805122,,,,
113.2,18.38906829,-4.268292927,,,,
113.22,16.19150732,-3.841463659,,,,
113.24,17.9293122,-3.780488049,,,,
113.26,17.02443415,-3.59756122,,,,
113.28,18.43297073,-2.987805122,,,,
113.3,15.59760488,-0.487805122,,,,
113.32,15.95736098,-1.09756122,,,,
113.34,16.66101951,-1.09756122,,,,
113.36,16.0695561,-0.426829512,,,,
113.38,16.68297073,0.182926585,,,,
113.4,16.95370244,1.64634122,,,,
113.42,16.39394634,3.353658293,,,,
113.44,16.00126341,2.256097317,,,,
113.46,17.8598,2.378048537,,,,
113.48,19.54760488,3.048780244,,,,
113.5,16.96101951,0.792682683,,,,
113.52,17.97809268,0.487804634,,,,
113.54,15.7000439,0.487804634,,,,
113.56,16.46711707,-0.670731951,,,,
113.58,15.3098,-0.91463439,,,,
113.6,15.82199512,-0.792683171,,,,
113.62,17.16711707,-2.134146585,,,,
113.64,14.39516585,-1.463414878,,,,
113.66,17.16223902,-1.03658561,,,,
113.68,18.08906829,-2.073170976,,,,
113.7,16.5402878,-2.682927073,,,,
113.72,15.30614146,-2.195122195,,,,
113.74,14.94516585,-3.35365878,,,,
113.76,17.50858049,-2.804878293,,,,
113.78,16.34516585,-2.804878293,,,,
113.8,18.57077561,-3.902439268,,,,
113.82,14.96711707,-3.841463659,,,,
113.84,16.32687317,-2.865853902,,,,
113.86,15.74272683,-2.012195366,,,,
113.88,17.72077561,-0.792683171,,,,
113.9,17.61101951,-1.158536829,,,,
113.92,17.01589756,-0.731707561,,,,
113.94,16.49150732,-0.548780732,,,,
113.96,18.44394634,0.365853415,,,,
113.98,19.24760488,-0.487805122,,,,
114,16.59882439,-0.243902683,,,,
114.02,17.77443415,-0.304878293,,,,
114.04,15.89150732,0.182926585,,,,
114.06,17.05736098,1.40243878,,,,
114.08,15.81467805,1.158536341,,,,
114.1,15.80126341,-2.44E-07,,,,
114.12,16.83662927,2.499999756,,,,
114.14,16.37687317,2.256097317,,,,
114.16,19.44638537,0.670731463,,,,
114.18,15.15370244,-0.365853902,,,,
114.2,17.36589756,-1.768292927,,,,
114.22,16.94272683,-2.987805122,,,,
114.24,16.14150732,-3.170731951,,,,
114.26,15.22199512,-2.317073415,,,,
114.28,17.25370244,-1.768292927,,,,
114.3,18.83540976,-1.646341707,,,,
114.32,15.63053171,-2.804878293,,,,
114.34,16.28297073,-4.329268537,,,,
114.36,17.95858049,-4.817073415,,,,
114.38,15.66467805,-4.024390488,,,,
114.4,16.4195561,-3.048780732,,,,
114.42,15.88297073,-3.902439268,,,,
114.44,17.03175122,-4.085366098,,,,
114.46,17.59516585,-3.53658561,,,,
114.48,18.2695561,-2.012195366,,,,
114.5,18.1793122,-2.073170976,,,,
114.52,17.66711707,-1.219512439,,,,
114.54,20.22443415,-0.609756341,,,,
114.56,17.79272683,-0.91463439,,,,
114.58,15.37809268,-0.487805122,,,,
114.6,15.82687317,0.243902195,,,,
114.62,16.00126341,-0.365853902,,,,
114.64,16.32809268,1.58536561,,,,
114.66,17.28297073,3.414633902,,,,
114.68,17.63784878,1.158536341,,,,
114.7,19.46223902,2.134146098,,,,
114.72,15.77443415,2.134146098,,,,
114.74,16.13053171,1.52439,,,,
114.76,16.40126341,0.121950976,,,,
114.78,17.48662927,-0.243902683,,,,
114.8,17.59272683,-0.91463439,,,,
114.82,18.59882439,-1.341463659,,,,
114.84,18.18053171,-1.280488049,,,,
114.86,17.65614146,-2.256097805,,,,
114.88,18.24516585,-1.03658561,,,,
114.9,17.21711707,-0.85365878,,,,
114.92,15.37443415,-1.585366098,,,,
114.94,15.86467805,-3.47561,,,,
114.96,16.8500439,-3.780488049,,,,
114.98,17.38297073,-3.719512439,,,,
115,19.60736098,-4.451219756,,,,
115.02,16.76711707,-2.378049024,,,,
115.04,18.18662927,-3.292683171,,,,
115.06,16.2793122,-1.585366098,,,,
115.08,17.30736098,-2.195122195,,,,
115.1,18.42687317,-1.402439268,,,,
115.12,16.90126341,0.060975366,,,,
115.14,13.42687317,-0.426829512,,,,
115.16,18.17443415,-1.463414878,,,,
115.18,18.36223902,-1.585366098,,,,
115.2,17.54150732,-1.463414878,,,,
115.22,15.83784878,-1.09756122,,,,
115.24,17.38540976,1.219511951,,,,
115.26,16.50736098,0.060975366,,,,
115.28,17.91101951,-0.792683171,,,,
115.3,16.18297073,0.487804634,,,,
115.32,16.28906829,-0.731707561,,,,
115.34,16.69516585,-1.768292927,,,,
115.36,17.36833659,-1.03658561,,,,
115.38,19.87077561,-0.731707561,,,,
115.4,17.13297073,-2.439024634,,,,
115.42,16.08053171,-1.890244146,,,,
115.44,18.14760488,-1.646341707,,,,
115.46,14.97809268,-3.47561,,,,
115.48,18.17809268,-1.890244146,,,,
115.5,15.37321463,-3.53658561,,,,
115.52,15.83297073,-4.329268537,,,,
115.54,15.47565366,-3.658536829,,,,
115.56,16.15492195,-4.268292927,,,,
115.58,14.15736098,-4.634146585,,,,
115.6,15.88540976,-5.000000244,,,,
115.62,18.27443415,-4.329268537,,,,
115.64,18.47809268,-4.878049024,,,,
115.66,16.88784878,-2.804878293,,,,
115.68,16.46223902,-3.170731951,,,,
115.7,18.47687317,-2.865853902,,,,
115.72,16.24394634,-1.829268537,,,,
115.74,16.71467805,-1.03658561,,,,
115.76,18.5695561,-1.219512439,,,,
115.78,16.17565366,-2.378049024,,,,
115.8,16.17199512,-2.012195366,,,,
115.82,16.63419024,-1.402439268,,,,
115.84,19.23906829,-0.85365878,,,,
115.86,18.78419024,-0.792683171,,,,
115.88,16.46223902,-0.426829512,,,,
115.9,13.92809268,0.243902195,,,,
115.92,16.54638537,-0.792683171,,,,
115.94,14.71101951,-0.243902683,,,,
115.96,15.97687317,0.243902195,,,,
115.98,17.55736098,-0.121951463,,,,
116,19.70736098,-0.121951463,,,,
116.02,17.52199512,-1.402439268,,,,
116.04,16.58784878,-2.256097805,,,,
116.06,19.28297073,-2.560975854,,,,
116.08,16.30370244,-0.731707561,,,,
116.1,17.45858049,-2.804878293,,,,
116.12,14.83784878,-3.170731951,,,,
116.14,18.63297073,-1.341463659,,,,
116.16,17.08906829,-2.743902683,,,,
116.18,17.01833659,-3.658536829,,,,
116.2,16.90126341,-3.35365878,,,,
116.22,17.93297073,-3.170731951,,,,
116.24,15.84638537,-2.317073415,,,,
116.26,14.87077561,-2.500000244,,,,
116.28,18.20370244,-2.256097805,,,,
116.3,17.18784878,-0.426829512,,,,
116.32,18.13419024,-0.97561,,,,
116.34,16.70126341,-1.03658561,,,,
116.36,19.52199512,-1.829268537,,,,
116.38,17.4098,-1.341463659,,,,
116.4,17.12443415,-1.341463659,,,,
116.42,16.37077561,0.304877805,,,,
116.44,15.98662927,0.487804634,,,,
116.46,16.78419024,1.890243659,,,,
116.48,17.2293122,1.280487561,,,,
116.5,17.1195561,1.52439,,,,
116.52,16.09150732,0.548780244,,,,
116.54,18.33540976,0.792682683,,,,
116.56,13.40858049,0.792682683,,,,
116.58,16.74150732,-0.91463439,,,,
116.6,16.05492195,-0.487805122,,,,
116.62,17.0695561,-1.09756122,,,,
116.64,16.6293122,-2.134146585,,,,
116.66,16.45370244,-1.402439268,,,,
116.68,16.99638537,-2.439024634,,,,
116.7,17.8293122,-2.560975854,,,,
116.72,16.41101951,-0.609756341,,,,
116.74,16.21467805,-1.768292927,,,,
116.76,16.33175122,-3.109756341,,,,
116.78,15.95370244,-3.53658561,,,,
116.8,17.91223902,-5.000000244,,,,
116.82,16.58662927,-4.634146585,,,,
116.84,16.7598,-5.731707561,,,,
116.86,18.12077561,-3.780488049,,,,
116.88,17.28540976,-3.47561,,,,
116.9,15.64516585,-3.59756122,,,,
116.92,14.72565366,-3.35365878,,,,
116.94,17.48053171,-1.280488049,,,,
116.96,14.9500439,-1.524390488,,,,
116.98,15.56101951,-2.682927073,,,,
