CH No.,CH6,CH8,,,,
Unit,cm/s2,V,,,,
37.86,19.71833659,1.280487561,,,,
37.88,15.46589756,2.195121707,,,,
37.9,17.37077561,2.195121707,,,,
37.92,18.05492195,0.426829024,,,,
37.94,16.24272683,1.097560732,,,,
37.96,14.06833659,2.073170488,,,,
37.98,15.34150732,2.073170488,,,,
38,19.96345854,1.46341439,,,,
38.02,15.74882439,-0.548780732,,,,
38.04,14.49760488,-1.219512439,,,,
38.06,16.79882439,-0.182927073,,,,
38.08,16.4902878,-2.44E-07,,,,
38.1,13.26223902,-0.426829512,,,,
38.12,14.20614146,0.914633902,,,,
38.14,13.21589756,-0.548780732,,,,
38.16,13.70370244,-0.182927073,,,,
38.18,11.61345854,-1.158536829,,,,
38.2,11.98784878,-2.012195366,,,,
38.22,12.51589756,-2.621951463,,,,
38.24,13.74760488,-1.646341707,,,,
38.26,13.71223902,-1.280488049,,,,
38.28,15.46101951,-1.829268537,,,,
38.3,15.2195561,-1.219512439,,,,
38.32,13.5598,-1.280488049,,,,
38.34,13.73297073,-1.829268537,,,,
38.36,11.8695561,-0.670731951,,,,
38.38,11.49882439,-1.524390488,,,,
38.4,12.01101951,-1.03658561,,,,
38.42,16.1902878,0.426829024,,,,
38.44,12.38784878,0.304877805,,,,
38.46,15.11101951,0.853658293,,,,
38.48,13.45492195,1.40243878,,,,
38.5,13.80248293,1.64634122,,,,
38.52,12.96589756,1.280487561,,,,
38.54,13.8902878,0.365853415,,,,
38.56,11.98419024,0.548780244,,,,
38.58,14.9793122,1.158536341,,,,
38.6,16.57565366,1.40243878,,,,
38.62,13.05614146,0.731707073,,,,
38.64,12.77321463,-0.060975854,,,,
38.66,14.86711707,-0.304878293,,,,
38.68,14.65736098,-0.792683171,,,,
38.7,16.13540976,-0.304878293,,,,
38.72,15.58175122,-0.243902683,,,,
38.74,15.95248293,-1.280488049,,,,
38.76,13.16345854,-2.134146585,,,,
38.78,16.84516585,-2.926829512,,,,
38.8,15.67443415,-3.231707561,,,,
38.82,16.51711707,-3.658536829,,,,
38.84,16.37443415,-2.804878293,,,,
38.86,17.61833659,-3.841463659,,,,
38.88,17.70370244,-3.048780732,,,,
38.9,16.95370244,-2.378049024,,,,
38.92,17.79272683,-3.048780732,,,,
38.94,16.66589756,-1.829268537,,,,
38.96,17.27443415,-0.85365878,,,,
38.98,17.50614146,-1.219512439,,,,
39,17.91345854,-1.707317317,,,,
39.02,18.33175122,-1.341463659,,,,
39.04,20.90858049,-1.768292927,,,,
39.06,17.75736098,-0.731707561,,,,
39.08,19.28784878,0.182926585,,,,
39.1,18.39394634,-0.487805122,,,,
39.12,14.82321463,0.060975366,,,,
39.14,17.61467805,-0.731707561,,,,
39.16,15.0293122,-1.09756122,,,,
39.18,15.87321463,1.036585122,,,,
39.2,19.17443415,2.256097317,,,,
39.22,18.73419024,1.097560732,,,,
39.24,16.50370244,0.182926585,,,,
39.26,20.8695561,-1.09756122,,,,
39.28,16.77687317,-2.987805122,,,,
39.3,16.79394634,-2.378049024,,,,
39.32,17.17321463,-1.280488049,,,,
39.34,14.19760488,-2.439024634,,,,
39.36,14.31833659,-1.829268537,,,,
39.38,15.94272683,-2.987805122,,,,
39.4,20.88540976,-3.658536829,,,,
39.42,17.12443415,-2.073170976,,,,
39.44,15.82199512,-2.621951463,,,,
39.46,14.79638537,-3.780488049,,,,
39.48,16.60736098,-2.378049024,,,,
39.5,17.79150732,-2.378049024,,,,
39.52,14.08297073,-3.47561,,,,
39.54,11.56467805,-2.804878293,,,,
39.56,13.66101951,-1.646341707,,,,
39.58,14.73906829,-1.219512439,,,,
39.6,13.70370244,-1.03658561,,,,
39.62,14.94516585,-1.585366098,,,,
39.64,14.0402878,-2.743902683,,,,
39.66,11.65736098,-0.731707561,,,,
39.68,12.28784878,-0.365853902,,,,
39.7,13.41223902,-0.91463439,,,,
39.72,12.6293122,0.548780244,,,,
39.74,10.78540976,0.609755854,,,,
39.76,12.4500439,0.914633902,,,,
39.78,11.92809268,-0.548780732,,,,
39.8,12.65614146,-1.03658561,,,,
39.82,11.59638537,-0.487805122,,,,
39.84,13.35248293,-0.97561,,,,
39.86,15.0793122,-2.134146585,,,,
39.88,14.50614146,-2.134146585,,,,
39.9,14.11467805,-2.378049024,,,,
39.92,11.5000439,-1.829268537,,,,
39.94,14.80126341,-2.012195366,,,,
39.96,13.29272683,-2.500000244,,,,
39.98,15.7598,-2.256097805,,,,
40,13.19272683,-3.658536829,,,,
40.02,13.19760488,-3.658536829,,,,
40.04,14.45858049,-5.304878293,,,,
40.06,16.11101951,-4.939024634,,,,
40.08,14.17687317,-3.231707561,,,,
40.1,14.73906829,-4.207317317,,,,
40.12,15.1195561,-3.59756122,,,,
40.14,15.39272683,-2.073170976,,,,
40.16,15.07687317,-2.012195366,,,,
40.18,17.67687317,-1.463414878,,,,
40.2,16.28784878,-0.426829512,,,,
40.22,17.46467805,-1.341463659,,,,
40.24,17.32443415,-2.378049024,,,,
40.26,18.07565366,-0.365853902,,,,
40.28,16.61101951,-1.646341707,,,,
40.3,14.04882439,0.548780244,,,,
40.32,18.96345854,0.365853415,,,,
40.34,17.20614146,-0.182927073,,,,
40.36,17.3902878,-0.304878293,,,,
40.38,17.81223902,-0.609756341,,,,
40.4,18.42321463,-0.060975854,,,,
40.42,17.18175122,-0.182927073,,,,
40.44,16.9902878,-0.792683171,,,,
40.46,15.75858049,-1.463414878,,,,
40.48,19.39150732,-1.402439268,,,,
40.5,17.43053171,-1.585366098,,,,
40.52,18.27199512,-1.585366098,,,,
40.54,17.36833659,-1.341463659,,,,
40.56,17.56101951,-0.792683171,,,,
40.58,15.06101951,-2.865853902,,,,
40.6,19.92077561,-2.195122195,,,,
40.62,16.10492195,-2.621951463,,,,
40.64,18.06223902,-2.378049024,,,,
40.66,17.53175122,-2.134146585,,,,
40.68,18.00248293,-3.47561,,,,
40.7,14.93540976,-5.060975854,,,,
40.72,17.02443415,-3.292683171,,,,
40.74,18.33906829,-3.780488049,,,,
40.76,18.73906829,-2.560975854,,,,
40.78,18.7098,-1.890244146,,,,
40.8,18.5402878,-1.524390488,,,,
40.82,16.42443415,-2.195122195,,,,
40.84,17.48540976,-0.304878293,,,,
40.86,19.45126341,-0.609756341,,,,
40.88,15.4500439,0.304877805,,,,
40.9,16.85248293,1.219511951,,,,
40.92,15.50858049,2.195121707,,,,
40.94,15.8500439,1.707316829,,,,
40.96,16.96345854,1.52439,,,,
40.98,16.13175122,1.036585122,,,,
41,14.88175122,-0.731707561,,,,
41.02,13.03784878,0.609755854,,,,
41.04,15.35248293,-0.182927073,,,,
41.06,17.71711707,-0.91463439,,,,
41.08,12.89760488,-1.158536829,,,,
41.1,15.14272683,-1.646341707,,,,
41.12,16.15736098,-2.926829512,,,,
41.14,12.97077561,-1.524390488,,,,
41.16,14.79516585,-1.890244146,,,,
41.18,12.87199512,-2.987805122,,,,
41.2,12.67809268,-2.926829512,,,,
41.22,13.79760488,-2.439024634,,,,
41.24,15.87809268,-2.743902683,,,,
41.26,14.08906829,-2.804878293,,,,
41.28,12.50248293,-2.743902683,,,,
41.3,15.7098,-3.53658561,,,,
41.32,15.1402878,-2.378049024,,,,
41.34,16.05248293,-2.439024634,,,,
41.36,14.98419024,-1.951219756,,,,
41.38,15.67199512,-1.341463659,,,,
41.4,17.34272683,-3.048780732,,,,
41.42,17.92443415,-2.926829512,,,,
41.44,15.44882439,-2.682927073,,,,
41.46,19.44394634,-2.987805122,,,,
41.48,14.74150732,-1.585366098,,,,
41.5,15.36101951,-0.182927073,,,,
41.52,19.20736098,-0.365853902,,,,
41.54,17.5598,0.182926585,,,,
41.56,18.57687317,1.46341439,,,,
41.58,17.70858049,0.182926585,,,,
41.6,19.07687317,0.060975366,,,,
41.62,19.49272683,1.097560732,,,,
41.64,18.24638537,0.548780244,,,,
41.66,18.79150732,1.280487561,,,,
41.68,18.67565366,0.487804634,,,,
41.7,19.3598,-0.97561,,,,
41.72,20.29272683,-0.97561,,,,
41.74,16.24882439,0.548780244,,,,
41.76,19.11345854,-2.44E-07,,,,
41.78,20.08784878,-1.03658561,,,,
41.8,19.65126341,-0.487805122,,,,
41.82,18.6500439,-2.195122195,,,,
41.84,18.15248293,-2.134146585,,,,
41.86,20.50858049,-3.109756341,,,,
41.88,19.18419024,-5.243902683,,,,
41.9,22.03175122,-3.719512439,,,,
41.92,19.47077561,-4.085366098,,,,
41.94,21.10370244,-4.329268537,,,,
41.96,19.41345854,-2.743902683,,,,
41.98,19.60614146,0.060975366,,,,
42,21.31223902,-0.304878293,,,,
42.02,21.4793122,1.40243878,,,,
42.04,21.07199512,1.52439,,,,
42.06,17.94516585,-1.402439268,,,,
42.08,18.73540976,0.182926585,,,,
42.1,20.14638537,1.829268049,,,,
42.12,20.65248293,2.865853415,,,,
42.14,19.43297073,2.621950976,,,,
42.16,18.97565366,2.439024146,,,,
42.18,18.94638537,1.58536561,,,,
42.2,17.95858049,1.52439,,,,
42.22,15.63662927,1.707316829,,,,
42.24,20.25126341,0.670731463,,,,
42.26,17.0098,0.243902195,,,,
42.28,16.86833659,0.853658293,,,,
42.3,19.08784878,-1.463414878,,,,
42.32,17.1793122,-1.707317317,,,,
42.34,15.05736098,-1.219512439,,,,
42.36,16.18419024,-2.073170976,,,,
42.38,15.57687317,-2.926829512,,,,
42.4,18.02565366,-2.256097805,,,,
42.42,17.04394634,-4.573170976,,,,
42.44,14.85858049,-3.719512439,,,,
42.46,14.26467805,-3.658536829,,,,
42.48,15.88053171,-4.268292927,,,,
42.5,16.82321463,-3.231707561,,,,
42.52,16.46589756,-3.658536829,,,,
42.54,15.32565366,-3.902439268,,,,
42.56,15.80248293,-2.073170976,,,,
42.58,15.68419024,-2.743902683,,,,
42.6,12.89150732,-1.890244146,,,,
42.62,13.98784878,-1.03658561,,,,
42.64,15.14516585,-0.365853902,,,,
42.66,15.29150732,-0.731707561,,,,
42.68,15.56833659,-1.158536829,,,,
42.7,16.39638537,-1.341463659,,,,
42.72,15.90126341,-0.97561,,,,
42.74,18.6695561,0.060975366,,,,
42.76,14.57443415,0.487804634,,,,
42.78,13.72687317,0.487804634,,,,
42.8,15.53540976,1.097560732,,,,
42.82,17.12077561,0.914633902,,,,
42.84,16.13662927,0.609755854,,,,
42.86,17.35614146,1.52439,,,,
42.88,15.01467805,0.121950976,,,,
42.9,17.25492195,-0.243902683,,,,
42.92,20.12809268,-0.426829512,,,,
42.94,17.15736098,-0.91463439,,,,
42.96,17.55614146,-0.731707561,,,,
42.98,17.94882439,-0.426829512,,,,
43,18.85736098,-1.646341707,,,,
43.02,16.86101951,-2.012195366,,,,
43.04,17.13053171,-1.951219756,,,,
43.06,17.53053171,-2.378049024,,,,
43.08,16.40736098,-2.134146585,,,,
43.1,19.4902878,-2.317073415,,,,
43.12,17.56589756,-3.53658561,,,,
43.14,18.64516585,-3.963414878,,,,
43.16,19.30858049,-4.146341707,,,,
43.18,18.41467805,-2.926829512,,,,
43.2,18.21223902,-1.951219756,,,,
43.22,20.55736098,-0.609756341,,,,
43.24,19.8902878,-0.97561,,,,
43.26,19.36589756,-0.731707561,,,,
43.28,20.06101951,-0.243902683,,,,
43.3,18.90492195,-0.731707561,,,,
43.32,19.72443415,-0.609756341,,,,
43.34,20.66589756,0.365853415,,,,
43.36,20.64272683,-0.060975854,,,,
43.38,20.36223902,1.158536341,,,,
43.4,20.99150732,-0.243902683,,,,
43.42,21.04638537,-0.426829512,,,,
43.44,19.23053171,-0.85365878,,,,
43.46,18.81833659,0.670731463,,,,
43.48,17.8195561,-2.073170976,,,,
43.5,18.73175122,-2.073170976,,,,
43.52,20.84272683,-1.03658561,,,,
43.54,18.2500439,-2.256097805,,,,
43.56,21.46345854,-2.012195366,,,,
43.58,19.95126341,-1.219512439,,,,
43.6,16.2902878,-2.804878293,,,,
43.62,20.80492195,-3.048780732,,,,
43.64,18.52443415,-3.109756341,,,,
43.66,16.55248293,-4.146341707,,,,
43.68,18.05614146,-4.634146585,,,,
43.7,18.6793122,-2.256097805,,,,
43.72,16.36589756,-2.560975854,,,,
43.74,17.41223902,-1.829268537,,,,
43.76,17.45736098,-2.073170976,,,,
43.78,16.44882439,-1.280488049,,,,
43.8,15.70736098,-1.280488049,,,,
43.82,18.87687317,-1.402439268,,,,
43.84,15.71589756,-1.524390488,,,,
43.86,16.78662927,0.731707073,,,,
43.88,16.13662927,-0.91463439,,,,
43.9,15.0402878,-1.03658561,,,,
43.92,15.46467805,-0.060975854,,,,
43.94,14.23419024,-1.402439268,,,,
43.96,14.69150732,-1.402439268,,,,
43.98,16.98297073,1.097560732,,,,
44,15.17687317,-0.243902683,,,,
44.02,15.36467805,-1.09756122,,,,
44.04,13.59882439,-0.731707561,,,,
44.06,17.21711707,0.426829024,,,,
44.08,13.98540976,-1.158536829,,,,
44.1,17.38053171,-0.426829512,,,,
44.12,14.04638537,-1.829268537,,,,
44.14,17.7793122,-1.829268537,,,,
44.16,13.88662927,-0.548780732,,,,
44.18,16.24272683,-1.341463659,,,,
44.2,15.64272683,-1.03658561,,,,
44.22,15.5000439,-0.121951463,,,,
44.24,16.3195561,-2.012195366,,,,
44.26,16.51711707,-3.109756341,,,,
44.28,15.94882439,-3.53658561,,,,
44.3,19.68419024,-4.695122195,,,,
44.32,16.44638537,-5.548780732,,,,
44.34,17.99760488,-3.780488049,,,,
44.36,15.91223902,-5.487805122,,,,
44.38,17.79882439,-4.329268537,,,,
44.4,15.5195561,-3.41463439,,,,
44.42,18.11711707,-3.109756341,,,,
44.44,19.24882439,-2.439024634,,,,
44.46,16.11101951,-0.97561,,,,
44.48,21.1402878,-2.317073415,,,,
44.5,21.52443415,-1.951219756,,,,
44.52,21.35492195,-1.09756122,,,,
44.54,19.37443415,-1.219512439,,,,
44.56,17.9402878,-0.792683171,,,,
44.58,18.48662927,0.304877805,,,,
44.6,18.60370244,-0.121951463,,,,
44.62,21.56101951,-0.85365878,,,,
44.64,18.07077561,-0.85365878,,,,
44.66,20.54150732,-0.731707561,,,,
44.68,19.14516585,-1.03658561,,,,
44.7,19.68297073,0.914633902,,,,
44.72,17.70492195,-2.44E-07,,,,
44.74,19.35614146,-1.463414878,,,,
44.76,19.56589756,-0.609756341,,,,
44.78,17.30736098,-1.951219756,,,,
44.8,19.6402878,-1.646341707,,,,
44.82,20.67687317,-0.609756341,,,,
44.84,19.23906829,-1.585366098,,,,
44.86,18.8000439,-1.829268537,,,,
44.88,18.91345854,-1.280488049,,,,
44.9,19.86223902,-2.256097805,,,,
44.92,19.25858049,-1.890244146,,,,
44.94,20.54760488,-2.439024634,,,,
44.96,17.87809268,-3.719512439,,,,
44.98,18.73662927,-2.987805122,,,,
45,14.01467805,-2.378049024,,,,
45.02,17.07565366,-2.865853902,,,,
45.04,17.91467805,-2.500000244,,,,
45.06,17.21589756,-2.317073415,,,,
45.08,20.15248293,-3.59756122,,,,
45.1,18.95370244,-3.35365878,,,,
45.12,19.10614146,-2.012195366,,,,
45.14,16.77809268,-1.524390488,,,,
45.16,17.77199512,-0.792683171,,,,
45.18,17.59516585,0.975609512,,,,
45.2,15.88540976,1.46341439,,,,
45.22,18.32077561,-0.304878293,,,,
45.24,17.3500439,0.426829024,,,,
45.26,17.60126341,-0.426829512,,,,
45.28,19.7598,-1.09756122,,,,
45.3,16.86223902,-0.85365878,,,,
45.32,15.20126341,0.121950976,,,,
45.34,15.42321463,-0.365853902,,,,
45.36,15.21345854,-0.731707561,,,,
45.38,16.28053171,-1.524390488,,,,
45.4,16.3902878,-1.402439268,,,,
45.42,15.31467805,0.060975366,,,,
45.44,16.1402878,-1.219512439,,,,
45.46,13.87321463,-2.317073415,,,,
45.48,14.08175122,-3.658536829,,,,
45.5,15.30126341,-3.231707561,,,,
45.52,14.83906829,-1.890244146,,,,
45.54,14.69638537,-1.341463659,,,,
45.56,14.45126341,-3.109756341,,,,
45.58,15.41833659,-2.804878293,,,,
45.6,17.0098,-2.073170976,,,,
45.62,18.49150732,-1.829268537,,,,
45.64,19.1695561,-0.91463439,,,,
45.66,17.7293122,-0.548780732,,,,
45.68,16.48906829,-0.91463439,,,,
45.7,16.78419024,-0.731707561,,,,
45.72,18.6293122,-1.646341707,,,,
45.74,19.03662927,-2.195122195,,,,
45.76,16.2695561,-0.731707561,,,,
45.78,19.28662927,0.487804634,,,,
45.8,18.85614146,0.121950976,,,,
45.82,16.63540976,1.158536341,,,,
45.84,16.95126341,0.914633902,,,,
45.86,15.10248293,0.243902195,,,,
45.88,20.46223902,0.060975366,,,,
45.9,18.24760488,0.060975366,,,,
45.92,18.64394634,-0.548780732,,,,
45.94,18.86833659,-1.341463659,,,,
45.96,18.34516585,-2.378049024,,,,
45.98,18.5695561,-2.317073415,,,,
46,18.86345854,-0.304878293,,,,
46.02,18.30858049,-1.524390488,,,,
46.04,21.6793122,-2.378049024,,,,
46.06,20.69394634,-2.500000244,,,,
46.08,23.45614146,-3.292683171,,,,
46.1,20.48297073,-2.743902683,,,,
46.12,18.62443415,-1.951219756,,,,
46.14,20.2293122,-2.621951463,,,,
46.16,19.81589756,-2.865853902,,,,
46.18,19.24760488,-2.439024634,,,,
46.2,18.22321463,-2.926829512,,,,
46.22,17.21467805,-2.317073415,,,,
46.24,18.65736098,-1.158536829,,,,
46.26,20.4402878,-2.012195366,,,,
46.28,18.01467805,-3.292683171,,,,
46.3,21.10858049,-0.97561,,,,
46.32,17.64516585,-1.829268537,,,,
46.34,19.76101951,-0.97561,,,,
46.36,18.31223902,0.914633902,,,,
46.38,19.8000439,1.036585122,,,,
46.4,19.15248293,1.46341439,,,,
46.42,20.16833659,1.768292439,,,,
46.44,18.38784878,1.036585122,,,,
46.46,19.27687317,0.487804634,,,,
46.48,17.63419024,1.036585122,,,,
46.5,18.86467805,0.426829024,,,,
46.52,17.30248293,0.853658293,,,,
46.54,16.89638537,0.121950976,,,,
46.56,18.57687317,-0.609756341,,,,
46.58,15.69516585,-0.97561,,,,
46.6,16.81711707,-0.121951463,,,,
46.62,14.11101951,-0.792683171,,,,
46.64,16.84516585,-0.792683171,,,,
46.66,16.3902878,-0.97561,,,,
46.68,17.15736098,-1.707317317,,,,
46.7,14.35492195,-1.402439268,,,,
46.72,15.43906829,-2.682927073,,,,
46.74,15.19394634,-3.59756122,,,,
46.76,15.54394634,-1.707317317,,,,
46.78,14.24272683,-2.195122195,,,,
46.8,14.93662927,-2.134146585,,,,
46.82,12.94516585,-1.768292927,,,,
46.84,17.82077561,-0.91463439,,,,
46.86,14.58297073,-1.951219756,,,,
46.88,17.64150732,-1.524390488,,,,
46.9,13.03053171,-1.890244146,,,,
46.92,14.86101951,-2.743902683,,,,
46.94,14.35614146,-2.134146585,,,,
46.96,16.18662927,-1.951219756,,,,
46.98,16.57077561,-1.280488049,,,,
47,14.22687317,-0.548780732,,,,
47.02,16.16101951,0.304877805,,,,
47.04,17.36711707,-0.731707561,,,,
47.06,17.25492195,0.121950976,,,,
47.08,17.38662927,-0.792683171,,,,
47.1,19.3000439,-0.182927073,,,,
47.12,14.61101951,0.121950976,,,,
47.14,16.59394634,-0.182927073,,,,
47.16,16.75248293,-1.219512439,,,,
47.18,15.75248293,-2.804878293,,,,
47.2,17.75492195,-2.012195366,,,,
47.22,17.58297073,-2.500000244,,,,
47.24,19.42199512,-1.158536829,,,,
47.26,20.30492195,-1.768292927,,,,
47.28,18.29150732,-2.682927073,,,,
47.3,17.11223902,-2.987805122,,,,
47.32,19.69272683,-4.390244146,,,,
47.34,19.46833659,-4.817073415,,,,
47.36,21.30370244,-3.963414878,,,,
47.38,18.03419024,-3.780488049,,,,
47.4,18.78297073,-3.780488049,,,,
47.42,21.23662927,-3.53658561,,,,
47.44,16.66711707,-3.53658561,,,,
47.46,18.61467805,-3.170731951,,,,
47.48,21.08784878,-2.256097805,,,,
47.5,22.22809268,-2.317073415,,,,
47.52,18.87809268,-2.987805122,,,,
47.54,20.0098,-1.463414878,,,,
47.56,18.53784878,-0.731707561,,,,
47.58,19.68906829,-0.365853902,,,,
47.6,20.01833659,1.097560732,,,,
47.62,18.90614146,1.951219268,,,,
47.64,20.32565366,2.317072927,,,,
47.66,19.78906829,2.987804634,,,,
47.68,19.51345854,0.487804634,,,,
47.7,18.77809268,-0.304878293,,,,
47.72,19.01711707,1.40243878,,,,
47.74,16.59272683,0.121950976,,,,
47.76,16.00370244,0.243902195,,,,
47.78,20.58906829,-0.487805122,,,,
47.8,17.04638537,-1.280488049,,,,
47.82,18.1098,-2.621951463,,,,
47.84,15.7902878,-0.609756341,,,,
47.86,18.08419024,-1.463414878,,,,
47.88,15.81467805,-1.402439268,,,,
47.9,15.06467805,-2.195122195,,,,
47.92,19.47199512,-2.621951463,,,,
47.94,19.36101951,-3.658536829,,,,
47.96,17.48784878,-2.987805122,,,,
47.98,17.60614146,-2.804878293,,,,
48,17.45248293,-1.829268537,,,,
48.02,15.46223902,-1.707317317,,,,
48.04,17.54760488,-3.170731951,,,,
48.06,18.83419024,-3.170731951,,,,
48.08,16.82809268,-1.829268537,,,,
48.1,16.35126341,-1.219512439,,,,
48.12,17.9402878,-2.256097805,,,,
48.14,15.58297073,-1.280488049,,,,
48.16,15.29882439,-2.195122195,,,,
48.18,17.43297073,-0.121951463,,,,
48.2,15.46589756,0.670731463,,,,
48.22,17.62443415,1.158536341,,,,
48.24,14.02687317,1.829268049,,,,
48.26,16.37687317,3.109755854,,,,
48.28,15.93053171,2.012194878,,,,
48.3,14.43662927,1.829268049,,,,
48.32,13.12687317,1.158536341,,,,
48.34,15.14272683,0.426829024,,,,
48.36,18.73784878,-0.304878293,,,,
48.38,17.33662927,-1.158536829,,,,
48.4,16.81223902,-1.890244146,,,,
48.42,15.64394634,-1.524390488,,,,
48.44,16.73175122,-0.060975854,,,,
48.46,15.01467805,-1.280488049,,,,
48.48,17.8000439,-1.890244146,,,,
48.5,16.11589756,-1.158536829,,,,
48.52,14.03662927,-2.682927073,,,,
48.54,18.10858049,-2.987805122,,,,
48.56,19.6402878,-1.829268537,,,,
48.58,18.15858049,-2.560975854,,,,
48.6,19.06467805,-2.134146585,,,,
48.62,17.61223902,-1.463414878,,,,
48.64,15.24394634,-0.97561,,,,
48.66,19.28662927,-0.426829512,,,,
48.68,17.8293122,0.182926585,,,,
48.7,19.30614146,-0.304878293,,,,
48.72,17.73175122,0.975609512,,,,
48.74,18.14150732,-0.304878293,,,,
48.76,20.06345854,-2.44E-07,,,,
48.78,18.75126341,1.219511951,,,,
48.8,20.54516585,0.792682683,,,,
48.82,18.85614146,1.707316829,,,,
48.84,20.28419024,2.317072927,,,,
48.86,17.66833659,2.195121707,,,,
48.88,17.40736098,0.853658293,,,,
48.9,18.64272683,1.158536341,,,,
48.92,17.12077561,1.219511951,,,,
48.94,17.87565366,0.487804634,,,,
48.96,21.54638537,1.707316829,,,,
48.98,18.78419024,0.121950976,,,,
49,18.05858049,-0.792683171,,,,
49.02,18.9098,-1.341463659,,,,
49.04,21.18175122,-1.585366098,,,,
49.06,19.48784878,-1.03658561,,,,
49.08,16.85370244,-0.731707561,,,,
49.1,17.57809268,-1.158536829,,,,
49.12,19.91833659,-0.182927073,,,,
49.14,19.72809268,-0.792683171,,,,
49.16,18.38419024,-1.280488049,,,,
49.18,20.0500439,-1.768292927,,,,
49.2,20.05736098,-2.134146585,,,,
49.22,18.86711707,-1.585366098,,,,
49.24,20.30858049,-2.073170976,,,,
49.26,17.3598,-1.158536829,,,,
49.28,18.19760488,-2.073170976,,,,
49.3,17.69882439,-1.646341707,,,,
49.32,18.46711707,0.121950976,,,,
49.34,15.13662927,-1.463414878,,,,
49.36,17.62809268,-1.585366098,,,,
49.38,16.31223902,-2.012195366,,,,
49.4,16.38419024,-1.158536829,,,,
49.42,16.83784878,-1.341463659,,,,
49.44,18.08419024,0.670731463,,,,
49.46,16.14394634,0.121950976,,,,
49.48,19.16589756,0.365853415,,,,
49.5,16.67443415,0.853658293,,,,
49.52,15.41467805,1.158536341,,,,
49.54,14.45614146,0.609755854,,,,
49.56,16.98906829,1.097560732,,,,
49.58,16.02687317,-0.487805122,,,,
49.6,13.68662927,-1.463414878,,,,
49.62,15.2402878,-0.609756341,,,,
49.64,17.39882439,-1.890244146,,,,
49.66,16.67077561,-1.890244146,,,,
49.68,15.35126341,-1.463414878,,,,
49.7,16.31833659,-1.402439268,,,,
49.72,13.47199512,-1.402439268,,,,
49.74,16.89516585,-1.951219756,,,,
49.76,13.64394634,-2.926829512,,,,
49.78,20.60370244,-2.378049024,,,,
49.8,18.53662927,-1.158536829,,,,
49.82,15.83540976,-1.951219756,,,,
49.84,13.95614146,-1.524390488,,,,
49.86,17.3402878,-1.341463659,,,,
49.88,18.1098,-2.256097805,,,,
49.9,17.15126341,-0.426829512,,,,
49.92,16.49760488,-1.341463659,,,,
49.94,17.94272683,-0.97561,,,,
49.96,18.20858049,-2.134146585,,,,
49.98,16.28053171,-1.03658561,,,,
50,15.0195561,-0.670731951,,,,
50.02,15.15370244,0.182926585,,,,
50.04,18.49516585,1.036585122,,,,
50.06,14.78540976,0.487804634,,,,
50.08,16.59394634,0.853658293,,,,
50.1,19.0695561,-0.243902683,,,,
50.12,17.37077561,-0.487805122,,,,
50.14,19.97199512,1.64634122,,,,
50.16,17.12809268,-0.060975854,,,,
50.18,20.24882439,-0.121951463,,,,
50.2,19.00370244,0.670731463,,,,
50.22,19.75858049,-0.670731951,,,,
50.24,17.04882439,-1.158536829,,,,
50.26,17.87809268,-2.44E-07,,,,
50.28,19.42321463,-0.060975854,,,,
50.3,18.02321463,-1.463414878,,,,
50.32,19.03419024,0.182926585,,,,
50.34,19.51223902,-0.121951463,,,,
50.36,19.78540976,-2.073170976,,,,
50.38,20.97199512,-1.524390488,,,,
50.4,17.01467805,-1.829268537,,,,
50.42,19.38784878,-3.41463439,,,,
50.44,19.06345854,-1.707317317,,,,
50.46,19.41223902,-1.951219756,,,,
50.48,20.94882439,-2.987805122,,,,
50.5,19.64760488,-1.341463659,,,,
50.52,18.15126341,-2.134146585,,,,
50.54,18.96711707,-2.865853902,,,,
50.56,20.90614146,-1.890244146,,,,
50.58,16.12565366,-2.926829512,,,,
50.6,17.6195561,-2.621951463,,,,
50.62,17.48175122,-1.707317317,,,,
50.64,20.87687317,-1.524390488,,,,
50.66,17.75248293,-0.487805122,,,,
50.68,17.61833659,0.731707073,,,,
50.7,18.96589756,1.158536341,,,,
50.72,19.06711707,2.682926585,,,,
50.74,17.33540976,2.682926585,,,,
50.76,15.60126341,1.890243659,,,,
50.78,16.36711707,1.097560732,,,,
50.8,17.21467805,1.58536561,,,,
50.82,14.83053171,0.609755854,,,,
50.84,15.55370244,-0.365853902,,,,
50.86,16.46101951,-0.548780732,,,,
50.88,16.91467805,-1.768292927,,,,
50.9,15.92199512,-1.463414878,,,,
50.92,13.56467805,-1.463414878,,,,
50.94,15.62199512,-2.743902683,,,,
50.96,13.89394634,-3.658536829,,,,
50.98,16.48297073,-2.987805122,,,,
51,17.60248293,-4.207317317,,,,
51.02,15.40248293,-4.817073415,,,,
51.04,12.00370244,-3.53658561,,,,
51.06,13.9195561,-4.207317317,,,,
51.08,14.23175122,-3.658536829,,,,
51.1,15.11467805,-2.012195366,,,,
51.12,15.43784878,-2.682927073,,,,
51.14,15.24516585,-1.646341707,,,,
51.16,15.58662927,-0.85365878,,,,
51.18,17.07565366,-2.560975854,,,,
51.2,15.84394634,-0.97561,,,,
51.22,17.69516585,-0.121951463,,,,
51.24,15.8902878,-0.426829512,,,,
51.26,18.82077561,2.439024146,,,,
51.28,16.54882439,1.951219268,,,,
51.3,15.9293122,1.46341439,,,,
51.32,16.22565366,1.890243659,,,,
51.34,17.89272683,1.097560732,,,,
