ID No.,PCD-400A,,,,
Title,,,,,
Test Date,4/9/2026,15:46:59,,,
MEAS CHs,5,,,,
Digital Input,OFF,,,,
Sampling Rate(Hz),50,,,,
Data Nos/CH,9028,,,,
MEAS Time(sec),180.56,,,,
CH Name,,,,,
CH No.,CH2,CH3,CH5,CH6,CH8
Range,2000,1000,5000,5000,5
Calibration Coefficient,2.022,2.45,2.132,2,100000
Offset,-105.9434,-1020.512,-55.6634,868.4366,-12.62195
Unit,cm/s2,cm/s2,cm/s2,cm/s2,V
41.48,-0.864991707,2.273963415,1.5301,6.865868293,2.31707439
41.5,-1.417836098,1.027152439,1.7004,7.582941463,3.719513415
41.52,-1.775384878,-0.482884146,2.2165,6.152453659,4.451220732
41.54,-0.984339024,0.284384146,-0.5512,6.671965854,3.292684146
41.56,-2.172387317,2.236914634,0.7423,8.142697561,2.195123171
41.58,-1.929254146,1.739743902,1.326,7.581721951,2.621952439
41.6,-2.91608878,1.624115854,2.262,4.371965854,2.37805
41.62,-3.041847317,3.144310976,0.143,7.067087805,3.780489024
41.64,-2.021477073,2.396463415,1.0023,11.55245366,4.268293902
41.66,-3.157249268,1.828481707,1.0907,9.942697561,3.048781707
41.68,-3.800343902,1.54195122,-1.6822,8.656112195,3.597562195
41.7,-0.964612195,2.042408537,-1.7017,9.354892683,3.414635366
41.72,-2.806604878,2.341189024,-0.7839,6.435380488,2.804879268
41.74,-4.713696098,2.357621951,-0.0052,8.662209756,3.353659756
41.76,-3.397423415,1.383,2.4791,8.309770732,2.43902561
41.78,-2.520072683,1.955762195,0.8749,7.22562439,2.195123171
41.8,-1.138701463,0.740323171,3.289,7.51464878,1.585367073
41.82,-0.888170732,-0.61375,0.9321,4.967087805,0.792684146
41.84,-1.983009756,-0.079530488,0.7683,7.692697561,1.341464634
41.86,-2.457933171,1.59095122,0.3939,9.103673171,2.743903659
41.88,-2.523031707,0.607365854,3.5243,6.260990244,2.50000122
41.9,-3.755958537,0.075536585,1.8343,9.623185366,2.134147561
41.92,-2.239951707,0.691621951,0.8606,7.269526829,2.25609878
41.94,-1.712752195,0.915109756,-1.3819,9.860990244,1.341464634
41.96,-2.236006341,0.034603659,1.0933,6.34757561,1.585367073
41.98,-2.549662927,-0.875481707,0.1365,9.706112195,1.158537805
42,-2.422424878,0.538945122,0.6539,8.185380488,1.280489024
42.02,-2.299132195,1.819518293,0.611,7.415868293,0.731708537
42.04,-2.472728293,1.333402439,0.1573,6.263429268,0.243903659
42.06,-3.00979122,0.808445122,0.5512,7.751234146,0.365854878
42.08,-1.045492195,2.058243902,-0.5642,8.673185366,2.682928049
42.1,-1.509565854,1.956060976,0.2184,8.771965854,3.841464634
42.12,-1.643708293,2.323859756,0.2652,9.334160976,4.329269512
42.14,-3.428,1.979664634,-0.7111,10.16342927,3.658537805
42.16,-3.811686829,3.40425,1.8954,6.852453659,1.829269512
42.18,-2.755315122,2.967432927,4.355,7.953673171,1.707318293
42.2,-3.236649756,2.54645122,0.4654,7.624404878,3.109757317
42.22,-1.950953659,1.741835366,-0.3393,9.191478049,3.536586585
42.24,-1.071630244,2.276652439,2.5181,10.29025854,3.353659756
42.26,-1.942569756,0.773487805,1.0634,6.212209756,3.475610976
42.28,-2.559526341,0.36654878,2.1333,9.017087805,1.402440244
42.3,-2.947651707,1.48070122,2.0358,8.103673171,1.951220732
42.32,-3.03001122,1.591847561,0.3731,9.56464878,2.804879268
42.34,-2.95603561,0.253609756,1.3598,7.36464878,2.012196341
42.36,-1.778837073,-0.616140244,3.7518,9.913429268,2.37805
42.38,-2.015065854,-0.474219512,1.2688,6.504892683,3.536586585
42.4,0.064635122,0.223134146,0.5174,8.29757561,2.195123171
42.42,-1.882896098,0.869695122,2.2087,7.990258537,1.829269512
42.44,-3.696284878,1.267371951,1.2298,5.610990244,3.109757317
42.46,-3.638090732,1.83595122,5.4067,6.770746341,2.743903659
42.48,-1.050423902,1.731676829,1.2259,9.012209756,4.085367073
42.5,-3.384600976,0.921384146,0.0559,8.826843902,3.475610976
42.52,-2.114193171,1.025658537,-0.663,9.568307317,1.829269512
42.54,-1.647160488,1.378518293,-0.8749,8.056112195,2.31707439
42.56,-3.210511707,2.554219512,1.2688,8.971965854,3.048781707
42.58,-2.746438049,1.702993902,0.1755,8.753673171,2.31707439
42.6,-3.297802927,1.771414634,-0.4316,7.441478049,2.926830488
42.62,-3.093630244,1.847006098,1.7147,7.82562439,2.25609878
42.64,-3.438356585,1.881664634,0.6812,8.717087805,0.670732927
42.66,-1.036615122,0.965304878,-2.4167,8.756112195,1.036586585
42.68,-2.077698537,1.308603659,2.7066,6.75855122,1.707318293
42.7,-2.237979024,1.71404878,-0.0442,7.551234146,1.707318293
42.72,-3.258349268,1.53,1.4469,7.012209756,3.353659756
42.74,-3.110398049,1.465164634,1.0439,6.803673171,1.768293902
42.76,-2.842113171,1.385987805,3.7115,8.193917073,1.280489024
42.78,-1.685134634,1.219865854,1.8551,6.862209756,2.134147561
42.8,-1.46666,0.517731707,2.2243,10.04025854,1.097562195
42.82,-1.098261463,0.833542683,2.8834,10.4268439,2.621952439
42.84,-3.65042,0.319341463,0.8359,7.430502439,5.243903659
42.86,-2.458426341,1.485481707,5.0843,7.657331707,4.573171951
42.88,-3.348599512,1.490560976,2.093,8.089039024,3.780489024
42.9,-2.846551707,1.080932927,1.8369,8.530502439,3.780489024
42.92,-2.074246341,1.47502439,2.0891,7.002453659,2.560976829
42.94,-2.317872683,1.37104878,2.236,10.71464878,4.329269512
42.96,-1.95194,0.465743902,0.2119,8.863429268,5.060976829
42.98,-2.639913171,1.98952439,0.9022,6.862209756,3.963415854
43,-3.769274146,1.253926829,1.8551,7.190258537,2.195123171
43.02,-3.783576098,1.577506098,2.8236,8.101234146,2.621952439
43.04,-3.173523902,2.414390244,0.3874,5.563429268,2.31707439
43.06,-3.907855122,1.774402439,0.7605,6.517087805,2.926830488
43.08,-1.947994634,1.043884146,0.715,7.412209756,3.658537805
43.1,-1.25804878,1.152939024,-1.2298,10.4268439,2.926830488
43.12,-2.43722,0.800079268,0.442,6.643917073,2.987806098
43.14,-3.121740976,1.539560976,-0.1937,6.30855122,2.012196341
43.16,-3.831413659,1.514762195,3.3956,7.054892683,1.951220732
43.18,-2.99696878,1.024164634,2.4258,8.30855122,2.073171951
43.2,-1.424740488,2.03822561,1.7121,6.779282927,2.134147561
43.22,-1.53373122,0.759146341,0.0442,7.318307317,2.37805
43.24,-2.654708293,0.694609756,2.6637,8.782941463,2.134147561
43.26,-1.413397561,0.591231707,2.2152,6.695136585,0.548781707
43.28,-2.449056098,0.248231707,2.2334,7.484160976,1.097562195
43.3,-2.913129756,1.328920732,3.1317,9.748795122,3.170732927
43.32,-1.622501951,1.241378049,2.0137,8.624404878,3.597562195
43.34,-2.155126341,0.858939024,5.2845,7.139039024,4.451220732
43.36,-1.082973171,1.258408537,3.8662,8.840258537,4.207318293
43.38,-2.013586341,0.889115854,-0.5187,8.521965854,3.170732927
43.4,-2.516127317,1.414371951,-0.8736,7.935380488,2.987806098
43.42,-3.08426,1.470841463,0.2912,6.871965854,3.841464634
43.44,-2.200498049,1.419152439,1.9435,8.82562439,4.085367073
43.46,-2.878114634,2.273067073,0.8632,7.8866,5.853659756
43.48,-2.708957073,2.370768293,-1.2415,10.12928293,4.87805
43.5,-3.087219024,1.969207317,-0.3744,8.115868293,3.353659756
43.52,-2.51119561,1.122463415,-0.7371,8.703673171,3.658537805
43.54,-1.598336585,1.936042683,-2.2464,7.184160976,4.268293902
43.56,-3.223334146,1.641743902,0.9269,9.032941463,2.865854878
43.58,-3.843742927,1.800695122,-0.5213,7.22562439,3.841464634
43.6,-3.716504878,1.665945122,-0.3445,10.95001463,2.37805
43.62,-3.480769268,1.673713415,0.1521,8.72562439,0.914635366
43.64,-3.176482927,0.674591463,-0.6032,8.967087805,1.036586585
43.66,-2.345490244,0.468134146,-1.1115,7.890258537,1.036586585
43.68,-1.530772195,0.55029878,-0.1079,8.818307317,1.585367073
43.7,-1.330544878,1.196560976,-0.4329,8.576843902,3.231708537
43.72,-3.101027805,0.882243902,5.0128,5.960990244,2.25609878
43.74,-3.07735561,-0.138091463,3.6361,4.971965854,1.585367073
43.76,-1.842949268,1.232414634,4.7983,9.454892683,2.43902561
43.78,-3.626747805,0.53177439,0.2106,8.174404878,2.012196341
43.8,-2.339079024,0.639036585,1.0985,6.837819512,3.170732927
43.82,-2.487523415,0.564939024,0.9243,6.340258537,2.621952439
43.84,-1.515483902,0.296335366,-0.2457,7.01464878,1.768293902
43.86,-3.572499024,1.287689024,2.2529,9.363429268,1.341464634
43.88,-3.942870244,1.2115,2.9263,11.0061122,2.134147561
43.9,-3.342188293,1.409292683,3.7947,8.51464878,2.195123171
43.92,-3.008804878,1.249743902,0.8242,9.81464878,3.414635366
43.94,-2.071287317,2.033146341,-2.5181,10.5670878,4.451220732
43.96,-0.370834634,1.233310976,0.5577,7.071965854,3.292684146
43.98,-2.237979024,2.454128049,0.0338,8.143917073,2.743903659
44,-2.230581463,2.518067073,2.0345,9.85855122,1.524391463
44.02,-3.349585854,1.929170732,-2.5493,9.107331707,1.585367073
44.04,-3.534031707,1.878079268,1.1674,7.67562439,2.926830488
44.06,-3.212977561,1.423932927,1.2701,7.951234146,4.268293902
44.08,-3.619843415,1.152042683,1.794,9.396356098,3.841464634
44.1,-2.527470244,0.775280488,0.1677,6.77562439,4.512196341
44.12,-2.512675122,1.094676829,3.0602,6.95855122,3.536586585
44.14,-2.930883902,0.835335366,0.0377,10.43538049,3.475610976
44.16,-2.132933659,1.226737805,1.2948,9.646356098,4.024391463
44.18,-1.988927805,1.464865854,1.17,9.243917073,4.146342683
44.2,-3.315063902,1.385091463,1.2961,9.518307317,4.207318293
44.22,-2.717340976,1.345652439,3.2786,8.495136585,4.024391463
44.24,-2.071287317,1.24227439,0.9048,10.71830732,2.865854878
44.26,-1.53373122,1.32145122,2.3335,6.893917073,2.987806098
44.28,-2.449056098,0.853560976,1.4924,8.019526829,3.292684146
44.3,-3.260321951,1.13172561,2.1424,7.751234146,3.780489024
44.32,-2.758767317,0.986219512,3.3891,8.14757561,3.719513415
44.34,-3.193743902,1.592445122,1.9773,4.704892683,3.658537805
44.36,-3.351065366,1.589158537,2.2659,9.117087805,2.743903659
44.38,-1.774891707,1.987134146,1.586,8.987819512,3.780489024
44.4,-2.078684878,1.049560976,-0.5512,9.170746341,3.353659756
44.42,-1.868100976,2.140707317,2.1879,7.285380488,4.207318293
44.44,-2.276939512,2.395567073,1.8811,9.168307317,4.268293902
44.46,-2.65964,1.9465,-0.2431,7.130502439,3.658537805
44.48,-2.788850732,2.391384146,1.0556,8.595136585,2.195123171
44.5,-2.908198049,2.354634146,3.3462,9.37562439,4.207318293
44.52,-2.544238049,1.502512195,0.3705,6.9866,4.268293902
44.54,-1.930240488,1.875091463,1.2051,8.006112195,3.902440244
44.56,-2.315406829,0.254506098,0.7189,7.960990244,3.719513415
44.58,-2.453001463,1.204628049,2.4453,9.374404878,2.743903659
44.6,-3.614911707,1.58527439,2.288,10.09025854,1.951220732
44.62,-3.416163902,1.334,0.3614,6.957331707,4.146342683
44.64,-2.745451707,1.365670732,2.6481,5.965868293,4.634147561
44.66,-2.296173171,0.370432927,3.5789,9.319526829,4.512196341
44.68,-2.892416585,0.53804878,4.5981,7.119526829,5.121952439
44.7,-1.902622927,0.317847561,0.9906,7.804892683,4.512196341
44.72,-2.021477073,0.244945122,0.6578,7.989039024,3.109757317
44.74,-3.114343415,1.268865854,4.0755,8.021965854,4.207318293
44.76,-2.757780976,1.666542683,3.068,10.6866,3.231708537
44.78,-3.443288293,1.605890244,3.2786,11.28903902,4.512196341
44.8,-2.455467317,1.722115854,2.1216,7.262209756,5.609757317
44.82,-1.956378537,0.80097561,0.1963,6.284160976,3.963415854
44.84,-1.283200488,1.056134146,1.8733,9.746356098,2.865854878
44.86,-3.084753171,1.336091463,-0.9932,9.298795122,3.292684146
44.88,-2.708463902,1.584676829,-2.171,8.376843902,3.231708537
44.9,-2.775041951,2.018804878,1.1011,7.991478049,4.268293902
44.92,-2.098904878,1.83595122,2.4479,9.000014634,4.451220732
44.94,-3.085739512,2.031652439,0.2574,8.862209756,3.414635366
44.96,-2.356833171,1.515658537,-1.2818,7.034160976,2.804879268
44.98,-2.867264878,1.243469512,-0.5161,7.202453659,3.841464634
45,-2.708957073,1.106628049,0.8268,6.801234146,4.81707439
45.02,-3.386573659,1.354615854,-1.105,9.774404878,3.719513415
45.04,-2.007668293,0.956640244,-0.5187,9.39757561,3.475610976
45.06,-2.910663902,1.080634146,3.3813,7.62562439,2.804879268
45.08,-2.421931707,0.442140244,0.5018,11.09147805,2.621952439
45.1,-1.865635122,0.54402439,2.8158,8.898795122,1.951220732
45.12,-1.698450244,0.422121951,-0.4472,7.560990244,1.097562195
45.14,-0.95474878,0.584359756,0.5577,8.176843902,2.37805
45.16,-3.920677561,0.653378049,2.7053,8.071965854,2.743903659
45.18,-2.66654439,0.322628049,2.7742,7.737819512,2.926830488
45.2,-3.23911561,0.951262195,1.8512,7.519526829,1.402440244
45.22,-2.540785854,0.624993902,2.5597,9.89757561,1.463415854
45.24,-2.210854634,0.934530488,1.1778,6.2366,2.37805
45.26,-2.399739024,0.975164634,0.5538,7.02562439,3.780489024
45.28,-1.684148293,1.374634146,1.4872,10.66586829,3.475610976
45.3,-2.77405561,1.365969512,0.3146,9.582941463,3.231708537
45.32,-3.281528293,1.939926829,-0.8021,3.676843902,2.926830488
45.34,-3.204100488,2.013426829,3.198,7.750014634,1.768293902
45.36,-2.516620488,2.353140244,0.7657,9.545136585,3.048781707
45.38,-2.611309268,2.194487805,-1.3026,8.407331707,2.073171951
45.4,-2.409109268,1.034621951,-0.2249,7.345136585,2.195123171
45.42,-2.285816585,2.318182927,1.7953,7.479282927,1.768293902
45.44,-2.624624878,1.694329268,1.9435,8.06464878,1.341464634
45.46,-3.635131707,1.822207317,1.0127,9.140258537,0.975610976
45.48,-3.052203902,1.94620122,3.1096,6.492697561,2.073171951
45.5,-2.757780976,2.198073171,1.9032,7.801234146,2.43902561
45.52,-2.16104439,1.531792683,1.0647,6.701234146,1.768293902
45.54,-2.561992195,1.227036585,-0.3991,10.19147805,2.865854878
45.56,-1.876978049,0.588542683,1.6913,7.06464878,0.975610976
45.58,-2.379519024,0.448115854,1.2558,8.479282927,0.975610976
45.6,-1.591925366,0.653378049,3.5607,8.590258537,1.219513415
45.62,-1.964269268,1.037609756,-0.2509,7.423185366,0.853659756
45.64,-2.078684878,0.852365854,2.7534,8.180502439,0.609757317
45.66,-3.075382927,0.117365854,2.0774,8.884160976,2.195123171
45.68,-1.994845854,0.453792683,0.3822,7.904892683,0.975610976
45.7,-2.041697073,0.677878049,-0.4797,12.28294146,0.853659756
45.72,-2.029860976,1.205823171,-0.0299,10.39757561,2.621952439
45.74,-2.204443415,1.691640244,1.1661,7.592697561,2.37805
45.76,-2.88206,1.586469512,2.0787,6.779282927,2.560976829
45.78,-3.77864439,1.497432927,3.2344,5.063429268,2.560976829
45.8,-2.697120976,2.316987805,5.0596,6.70855122,1.463415854
45.82,-2.569389756,2.143695122,1.8317,6.839039024,2.50000122
45.84,-2.100877561,1.318762195,-0.5239,7.521965854,3.475610976
45.86,-2.548676585,2.206439024,3.3319,7.263429268,3.597562195
45.88,-2.74052,2.206737805,-0.1339,8.498795122,4.634147561
45.9,-2.292227805,1.692237805,0.1703,7.954892683,5.304879268
45.92,-3.053683415,1.465164634,0.7202,7.310990244,3.841464634
45.94,-2.90228,2.469963415,3.5958,8.174404878,3.780489024
45.96,-2.519086341,2.110530488,3.9,9.018307317,3.536586585
45.98,-2.317379512,1.128439024,1.833,8.47562439,3.719513415
46,-1.302434146,0.86252439,3.0069,8.043917073,4.573171951
46.02,-1.966241951,0.569719512,3.0199,9.839039024,3.597562195
46.04,-2.401218537,1.218371951,-0.8203,10.41342927,1.219513415
46.06,-2.692682439,1.82370122,0.6734,9.77562439,1.585367073
46.08,-2.011613659,0.803365854,3.601,7.50855122,2.134147561
46.1,-1.553458049,0.936621951,2.3439,6.723185366,1.707318293
46.12,-2.327242927,0.502493902,1.0816,8.390258537,2.682928049
46.14,-1.812865854,-0.170060976,1.1024,7.392697561,2.31707439
46.16,-2.786878049,0.877463415,2.3361,9.110990244,1.219513415
46.18,-1.941090244,0.687140244,1.8941,5.868307317,1.402440244
46.2,-3.317036585,1.725402439,0.1781,8.035380488,1.707318293
46.22,-3.621322927,1.75020122,-0.2184,7.015868293,1.768293902
46.24,-4.103643902,1.151743902,0.4355,7.473185366,2.195123171
46.26,-3.255390244,1.649512195,0.0065,6.867087805,0.548781707
46.28,-1.759110244,1.32175,1.7849,8.962209756,1.341464634
46.3,-3.808727805,0.338463415,1.3481,10.12928293,0.853659756
46.32,-3.152317561,1.924091463,0.7241,6.365868293,0.914635366
46.34,-3.096589268,1.631585366,2.2685,7.306112195,3.231708537
46.36,-2.885019024,1.663256098,1.5002,9.456112195,2.804879268
46.38,-3.425040976,1.410487805,1.0777,5.146356098,4.451220732
46.4,-2.409109268,1.4075,-0.7423,10.39513659,3.963415854
46.42,-2.659146829,1.509384146,2.5285,8.990258537,2.743903659
46.44,-2.979707805,0.094359756,0.9087,9.023185366,3.170732927
46.46,-2.334640488,0.339060976,1.3689,7.885380488,4.512196341
46.48,-3.068971707,1.225243902,1.5743,8.162209756,4.75609878
46.5,-2.478153171,1.457695122,1.729,6.709770732,4.81707439
46.52,-2.412561463,1.249743902,2.0501,7.30855122,5.243903659
46.54,-1.49329122,0.22552439,3.3683,8.090258537,4.329269512
46.56,-1.364080488,0.768707317,1.9396,8.201234146,3.231708537
46.58,-2.586157561,0.621707317,1.8876,10.40489268,3.597562195
46.6,-2.351408293,0.40897561,1.9526,10.77806341,3.780489024
46.62,-3.382135122,1.155030488,1.612,8.389039024,3.536586585
46.64,-2.630049756,1.633079268,3.3085,10.4866,3.597562195
46.66,-3.888621463,1.288585366,2.847,8.595136585,2.682928049
46.68,-2.608843415,1.314280488,-1.3442,9.11464878,2.43902561
46.7,-2.852962927,1.185506098,1.5067,5.801234146,3.475610976
46.72,-1.653078537,1.351926829,1.0543,7.662209756,3.231708537
46.74,-2.772082927,1.385091463,1.5821,7.191478049,4.207318293
46.76,-3.566580976,1.537768293,1.1713,7.152453659,3.719513415
46.78,-3.375230732,0.910329268,1.2064,8.31464878,1.585367073
46.8,-3.160701463,1.784859756,0.6968,7.603673171,0.975610976
46.82,-4.024243415,1.327128049,0.5733,7.543917073,2.560976829
46.84,-3.366846829,1.398536585,-2.0553,6.791478049,2.682928049
46.86,-2.164496585,1.61604878,0.4537,7.434160976,2.926830488
46.88,-2.548183415,1.504304878,2.6507,9.392697561,2.31707439
46.9,-2.776028293,1.507591463,0.7488,7.810990244,1.22E-06
46.92,-2.576787317,0.989804878,1.5769,7.026843902,1.280489024
46.94,-3.013736585,0.962018293,3.9897,8.921965854,2.25609878
46.96,-2.092986829,1.314878049,4.6514,8.0866,2.804879268
46.98,-2.910663902,1.195365854,3.0316,7.367087805,3.902440244
47,-1.925801951,0.211481707,0.2392,8.36464878,3.048781707
47.02,-1.956378537,0.996378049,-0.1976,8.56464878,1.463415854
47.04,-1.440521951,0.774085366,2.054,9.448795122,1.463415854
47.06,-1.389725366,1.380310976,1.4274,8.176843902,2.621952439
47.08,-2.172880488,0.664134146,0.5512,9.078063415,3.170732927
47.1,-2.493441463,1.54822561,4.7814,9.640258537,4.512196341
47.12,-2.535854146,0.845792683,2.2386,8.906112195,4.695123171
47.14,-3.464494634,1.310993902,0.5356,7.941478049,3.536586585
47.16,-2.381491707,1.481597561,-0.1378,8.202453659,3.597562195
47.18,-2.298639024,1.814737805,-1.4924,7.95855122,3.780489024
47.2,-1.977584878,1.864036585,3.4554,7.374404878,4.329269512
47.22,-3.948295122,1.171463415,-0.8788,8.804892683,5.00000122
47.24,-3.067985366,2.048981707,-0.0689,8.600014634,3.109757317
47.26,-3.463015122,1.831170732,-1.1934,8.732941463,1.707318293
47.28,-3.230238537,1.236597561,0.1014,6.112209756,2.25609878
47.3,-1.777357561,0.855353659,0.1066,6.237819512,2.25609878
47.32,-3.428493171,1.534182927,3.9936,8.196356098,3.109757317
47.34,-2.702052683,1.531792683,-0.1729,8.610990244,3.536586585
47.36,-2.223677073,1.261097561,1.2168,9.06464878,2.37805
47.38,-3.06404,1.39525,0.2288,6.459770732,1.280489024
47.4,-2.306529756,1.632780488,4.6215,10.63050244,0.548781707
47.42,-1.960817073,0.884036585,2.0891,8.9366,0.548781707
47.44,-1.775384878,0.524902439,-1.8109,7.703673171,1.097562195
47.46,-1.751219512,0.347128049,1.3572,9.759770732,1.036586585
47.48,-2.32921561,0.650689024,0.9997,9.220746341,0.914635366
47.5,-3.472878537,1.042689024,0.2171,7.879282927,0.365854878
47.52,-3.251444878,0.633957317,1.9682,6.354892683,0.182928049
47.54,-2.548183415,1.525219512,3.8337,7.373185366,1.097562195
47.56,-2.376066829,0.425408537,0.442,5.32562439,2.804879268
47.58,-2.000763902,1.07675,1.0361,9.746356098,2.804879268
47.6,-1.746287805,1.265579268,1.4027,8.484160976,2.37805
47.62,-2.775535122,1.221658537,0.6929,7.779282927,2.31707439
47.64,-2.398259512,1.675207317,-0.2678,10.61464878,0.365854878
47.66,-3.176482927,2.026573171,-0.5772,8.343917073,0.609757317
47.68,-3.040367805,1.619335366,0.8619,9.609770732,2.621952439
47.7,-2.661119512,2.079457317,-0.2912,10.41220976,2.560976829
47.72,-2.549662927,1.749603659,-2.6039,11.80977073,3.780489024
47.74,-3.103986829,1.704786585,0.9386,7.853673171,4.024391463
47.76,-3.153303902,1.673713415,0.2977,6.631721951,2.560976829
47.78,-3.018175122,2.68120122,2.6611,6.795136585,3.048781707
47.8,-3.502961951,1.18729878,1.5067,7.830502439,3.841464634
47.82,-2.923979512,0.690426829,2.3478,8.332941463,3.902440244
47.84,-3.668667317,1.07047561,2.8561,8.092697561,4.573171951
47.86,-2.395300488,0.907939024,0.871,7.128063415,3.353659756
47.88,-2.12060439,0.863121951,0.7956,11.16220976,2.25609878
47.9,-1.550499024,-0.380402439,1.2467,7.335380488,2.865854878
47.92,-3.34021561,0.823682927,1.1089,10.70367317,4.207318293
47.94,-2.54473122,0.461560976,3.8792,9.003673171,2.682928049
47.96,-3.539456585,0.614536585,2.4908,8.367087805,1.951220732
47.98,-2.684791707,1.068682927,1.5704,10.70733171,1.707318293
48,-2.305050244,0.930646341,-0.1066,8.306112195,2.012196341
48.02,-1.91840439,1.451719512,0.3653,9.862209756,1.402440244
48.04,-1.893745854,0.290359756,2.522,5.460990244,2.073171951
48.06,-2.549169756,0.545518293,1.8174,7.040258537,1.280489024
48.08,-3.416163902,1.798006098,-0.3575,7.151234146,2.682928049
48.1,-3.368819512,2.677317073,0.5135,6.834160976,1.768293902
48.12,-2.985132683,1.949786585,1.0153,8.132941463,1.158537805
48.14,-2.20148439,2.001176829,1.066,8.830502439,1.890245122
48.16,-1.90459561,1.904670732,-0.585,8.318307317,2.43902561
48.18,-1.964269268,1.734664634,3.9663,10.8268439,3.841464634
48.2,-2.400725366,1.455902439,0.7683,7.793917073,4.451220732
48.22,-3.296816585,1.993707317,1.7901,5.962209756,2.743903659
48.24,-2.882553171,1.155329268,2.1697,8.381721951,1.829269512
48.26,-2.279405366,1.533884146,1.8707,7.540258537,3.536586585
48.28,-3.628227317,0.884335366,1.3494,8.890258537,3.048781707
48.3,-1.535703902,0.795,2.6156,7.028063415,4.268293902
48.32,-3.301748293,1.11977439,0.2132,8.430502439,4.634147561
48.34,-2.816468293,1.271256098,-3.757,7.176843902,3.109757317
48.36,-3.196702927,1.503109756,1.4066,6.191478049,2.926830488
48.38,-2.519579512,0.837128049,-0.4719,5.990258537,2.43902561
48.4,-2.373107805,0.751378049,1.5873,4.707331707,1.951220732
48.42,-3.351065366,0.810536585,0.7891,7.376843902,3.353659756
48.44,-2.781453171,1.386884146,0.8697,8.328063415,4.329269512
48.46,-3.477317073,-0.187689024,2.5558,4.860990244,2.31707439
48.48,-1.282214146,0.975164634,-3.1772,6.952453659,2.134147561
48.5,-3.625268293,1.29097561,1.0517,7.863429268,2.073171951
48.52,-3.017681951,1.067487805,3.9078,7.587819512,2.37805
48.54,-2.796741463,1.638158537,1.6198,8.881721951,3.902440244
48.56,-3.314077561,1.520140244,-2.1788,7.080502439,3.902440244
48.58,-3.624775122,1.379414634,0.0624,7.253673171,1.707318293
48.6,-2.777507805,1.349237805,2.0774,8.326843902,1.341464634
48.62,-2.603418537,1.649810976,1.066,9.121965854,2.012196341
48.64,-2.204936585,2.244981707,0.9672,7.435380488,3.048781707
48.66,-3.408766341,2.921420732,1.9292,9.121965854,4.390245122
48.68,-4.557854146,1.454408537,2.0553,10.32806341,2.195123171
48.7,-3.825002439,1.287987805,0.5044,7.193917073,2.37805
48.72,-2.772082927,1.000560976,-2.3465,6.598795122,2.50000122
48.74,-1.854785366,1.051652439,0.0481,9.753673171,2.804879268
48.76,-2.688737073,1.257213415,4.0807,7.67562439,3.719513415
48.78,-1.369012195,0.367146341,2.0059,9.026843902,4.634147561
48.8,-1.66886,-0.040390244,2.4115,6.846356098,4.81707439
48.82,-2.837181463,0.511756098,2.184,4.453673171,4.024391463
48.84,-3.043326829,1.675207317,4.6397,7.331721951,2.621952439
48.86,-2.09348,0.475902439,0.7956,6.007331707,1.829269512
48.88,-2.311461463,0.796792683,2.2113,5.841478049,3.170732927
48.9,-1.797577561,0.530280488,1.6003,7.173185366,3.963415854
48.92,-1.983502927,1.097365854,3.0329,5.493917073,4.390245122
48.94,-2.661612683,0.832646341,-2.1749,6.86464878,5.060976829
48.96,-4.416314146,1.418256098,-0.013,7.506112195,5.182928049
48.98,-2.715861463,1.73227439,0.5265,9.732941463,4.93902561
49,-3.060094634,1.252432927,2.2126,7.150014634,4.390245122
49.02,-2.111727317,1.720323171,0.4615,7.804892683,4.207318293
49.04,-2.064876098,1.62829878,-0.0377,11.02196585,4.207318293
49.06,-3.03050439,2.067804878,-0.7592,6.304892683,4.81707439
49.08,-2.93581561,2.066012195,1.0452,5.32562439,4.024391463
49.1,-1.834072195,1.912439024,4.1574,10.14513659,3.719513415
49.12,-2.940747317,1.822506098,1.9279,8.45855122,3.902440244
49.14,-3.723902439,2.395567073,2.4557,8.112209756,4.085367073
49.16,-2.668517073,1.767829268,0.2054,7.792697561,4.87805
49.18,-2.667037561,1.482792683,0.7813,8.254892683,3.963415854
49.2,-2.357326341,1.441859756,1.4677,6.431721951,1.890245122
49.22,-2.093973171,0.951560976,-0.6994,9.245136585,1.219513415
49.24,-3.184866829,-0.158408537,-1.2662,6.117087805,2.195123171
49.26,-2.121097561,0.91152439,1.7394,4.028063415,1.829269512
49.28,-2.312940976,0.789621951,2.2399,3.543917073,3.536586585
49.3,-2.020983902,0.446920732,1.6562,7.606112195,2.804879268
49.32,-2.473714634,0.803963415,-0.9178,5.671965854,1.036586585
49.34,-2.171894146,0.129317073,0.9685,6.032941463,0.914635366
49.36,-3.384107805,0.859237805,-0.2535,5.035380488,3.231708537
49.38,-2.193593659,1.35820122,1.9695,5.612209756,3.658537805
49.4,-3.45512439,1.41377439,0.091,6.003673171,4.207318293
49.42,-2.581225854,2.168792683,2.6052,7.013429268,3.719513415
49.44,-1.920870244,1.229128049,-2.2438,7.404892683,2.560976829
49.46,-2.59898,1.397341463,0.7969,7.0366,1.097562195
49.48,-1.770453171,1.598420732,2.1762,7.84757561,1.768293902
49.5,-2.171894146,1.784560976,-2.5038,4.863429268,2.743903659
49.52,-1.227472195,3.261731707,0.156,6.432941463,4.268293902
49.54,-3.014722927,2.294878049,-0.4355,6.612209756,4.268293902
