ID No.,PCD-400A,,,,
Title,,,,,
Test Date,4/9/2026,15:46:59,,,
MEAS CHs,5,,,,
Digital Input,OFF,,,,
Sampling Rate(Hz),50,,,,
Data Nos/CH,9028,,,,
MEAS Time(sec),180.56,,,,
CH Name,,,,,
CH No.,CH2,CH3,CH5,CH6,CH8
Range,2000,1000,5000,5000,5
Calibration Coefficient,2.022,2.45,2.132,2,100000
Offset,-105.9434,-1020.512,-55.6634,868.4366,-12.62195
Unit,cm/s2,cm/s2,cm/s2,cm/s2,V
140.14,-6.419080488,0.585256098,1.7836,11.09391707,1.463415854
140.16,-6.361872683,1.305615854,2.1645,8.165868293,2.621952439
140.18,-5.580690244,1.544939024,0.4316,10.23538049,2.25609878
140.2,-4.197839512,1.163695122,1.0959,13.16099024,1.951220732
140.22,-5.500303415,1.414073171,1.5834,10.01830732,3.475610976
140.24,-4.338393171,1.385689024,0.6006,8.46464878,2.865854878
140.26,-4.616541463,1.416164634,-0.7332,7.819526829,1.524391463
140.28,-5.623596098,1.979067073,0.6695,8.415868293,2.987806098
140.3,-6.612896585,1.702396341,0.6409,12.19757561,2.865854878
140.32,-5.623102927,2.461896341,-1.3832,8.917087805,2.073171951
140.34,-5.207853171,2.573640244,-0.1248,9.01464878,3.231708537
140.36,-3.71749122,1.931859756,-1.0777,9.143917073,1.890245122
140.38,-3.451672195,1.104835366,-0.3497,10.14391707,1.768293902
140.4,-3.20558,1.557786585,-2.3933,9.834160976,2.25609878
140.42,-4.285623902,1.491457317,0.3887,8.609770732,1.280489024
140.44,-5.342981951,1.387780488,2.3621,12.88050244,1.036586585
140.46,-4.83649561,1.571231707,2.8626,10.1866,2.987806098
140.48,-3.587294146,1.389573171,2.5285,11.28294146,2.43902561
140.5,-4.085889756,1.555695122,1.8031,11.95245366,1.463415854
140.52,-3.554744878,-0.358292683,0.0286,10.7268439,1.829269512
140.54,-3.779630732,0.237176829,-0.6006,10.05855122,1.402440244
140.56,-3.850154146,0.697597561,1.6432,9.530502439,2.073171951
140.58,-4.254554146,0.577487805,1.7914,9.393917073,3.658537805
140.6,-5.51066,1.479207317,4.6397,10.04269756,3.109757317
140.62,-5.761683902,1.108719512,1.9214,10.22806341,2.743903659
140.64,-4.163810732,1.888835366,2.8314,8.812209756,2.804879268
140.66,-3.614418537,1.292469512,3.1161,10.76342927,3.597562195
140.68,-4.821207317,1.18072561,1.6731,10.35733171,3.597562195
140.7,-4.379819512,1.478012195,-0.8489,8.21464878,3.841464634
140.72,-4.969158537,2.324158537,2.7235,10.58538049,2.804879268
140.74,-5.846509268,2.37495122,-2.0228,10.41586829,1.341464634
140.76,-5.993474146,1.987432927,-2.6143,8.550014634,1.036586585
140.78,-3.76532878,2.817743902,1.2649,10.81099024,0.975610976
140.8,-4.793096585,1.904073171,-0.9763,7.254892683,2.073171951
140.82,-4.966199512,1.140987805,0.9919,10.19757561,2.31707439
140.84,-4.56722439,0.245542683,-0.0949,11.20001463,2.743903659
140.86,-4.202278049,1.878079268,2.4297,7.953673171,1.524391463
140.88,-6.124657561,1.463969512,0.5824,11.09269756,-0.609754878
140.9,-5.425341463,1.616945122,1.1167,10.41220976,-0.12195
140.92,-4.609143902,0.228213415,1.2883,10.54025854,0.365854878
140.94,-4.31077561,0.870292683,1.4261,10.14757561,-0.304876829
140.96,-4.69544878,0.277810976,1.2181,10.3866,-0.731706098
140.98,-5.10626,-0.338871951,2.2854,10.9268439,-0.426828049
141,-5.276403902,0.708652439,1.8824,9.728063415,-0.670730488
141.02,-4.79654878,1.493847561,2.6754,10.11952683,-0.304876829
141.04,-6.161152195,0.530579268,5.2416,8.7866,1.280489024
141.06,-5.205387317,0.542829268,1.8629,11.4768439,0.609757317
141.08,-4.668817561,1.57302439,1.976,9.520746341,2.134147561
141.1,-4.899128293,0.878060976,0.7995,9.535380488,1.646342683
141.12,-4.326063902,0.796493902,1.4209,11.3268439,0.060976829
141.14,-5.50424878,1.271853659,1.6848,8.356112195,1.036586585
141.16,-5.024393659,1.923792683,0.9802,9.674404878,3.048781707
141.18,-5.26802,2.336707317,1.0582,9.624404878,3.353659756
141.2,-6.021091707,2.13054878,-1.1466,9.2366,4.634147561
141.22,-4.935129756,1.960542683,0.3172,10.15123415,4.87805
141.24,-5.991008293,2.041213415,-0.4186,10.49269756,2.926830488
141.26,-3.820070732,1.478908537,1.6471,10.76342927,3.109757317
141.28,-4.898635122,0.907939024,0.7046,12.31220976,3.292684146
141.3,-5.110205366,1.467853659,0.3302,10.94025854,3.597562195
141.32,-5.430766341,1.702097561,0.7163,13.02562439,3.963415854
141.34,-6.068929268,1.538067073,0.3107,10.02928293,3.414635366
141.36,-5.829741463,0.624695122,3.0615,8.939039024,1.341464634
141.38,-4.332475122,1.114695122,3.3319,9.107331707,1.768293902
141.4,-4.143590732,0.428097561,0.4966,10.75245366,1.646342683
141.42,-5.197003415,0.081810976,2.0358,9.990258537,1.707318293
141.44,-5.697571707,-0.232506098,1.105,9.17562439,2.804879268
141.46,-5.430766341,0.377603659,2.5909,10.48538049,1.341464634
141.48,-5.883497073,1.244664634,4.3095,9.481721951,0.487806098
141.5,-6.282472195,0.950067073,2.9731,9.632941463,1.097562195
141.52,-4.800000976,1.094079268,1.3754,7.752453659,1.158537805
141.54,-3.100041463,1.757670732,0.6565,11.67440488,1.158537805
141.56,-5.019461951,1.380012195,0.988,11.40123415,3.231708537
141.58,-4.99874878,1.026256098,-0.7852,9.003673171,1.219513415
141.6,-5.461342927,1.92229878,2.1398,8.465868293,0.975610976
141.62,-5.330652683,1.907359756,2.6832,11.43050244,1.463415854
141.64,-6.46790439,2.859573171,-0.4342,11.29147805,2.073171951
141.66,-4.78274,1.844018293,1.2272,11.41099024,1.646342683
141.68,-5.078149268,1.907359756,-0.0481,11.52074634,2.682928049
141.7,-3.708614146,1.733170732,-0.7774,10.34879512,2.926830488
141.72,-5.15311122,1.411384146,-1.5054,9.760990244,0.853659756
141.74,-4.503112195,1.676103659,1.1687,8.198795122,1.890245122
141.76,-5.486987805,1.711957317,3.0576,8.253673171,0.731708537
141.78,-6.380613171,2.504621951,1.4235,12.8463561,1.768293902
141.8,-3.881223902,0.816213415,2.8652,11.58050244,4.390245122
141.82,-4.441465854,1.463969512,1.4053,8.891478049,4.085367073
141.84,-3.380162439,-0.040689024,0.9958,10.0670878,3.902440244
141.86,-4.117945854,1.128737805,0.5993,9.837819512,4.512196341
141.88,-4.963240488,0.651884146,-0.2353,11.03781951,2.804879268
141.9,-4.677201463,1.203432927,3.0732,10.41952683,3.780489024
141.92,-5.345940976,1.068682927,5.3261,10.75733171,3.719513415
141.94,-4.623445854,1.264981707,4.7073,10.7463561,3.048781707
141.96,-4.363051707,0.480981707,2.1931,9.507331707,2.926830488
141.98,-4.592869268,1.324140244,1.0504,10.31586829,2.37805
142,-4.399546341,1.777091463,0.637,11.32562439,2.865854878
142.02,-4.2368,0.939609756,-0.5902,11.03050244,2.560976829
142.04,-5.474165366,1.691042683,0.7059,14.09513659,4.146342683
142.06,-5.07272439,2.315195122,-0.1833,9.282941463,2.865854878
142.08,-4.933157073,2.529121951,2.3257,9.474404878,1.524391463
142.1,-4.71517561,1.397042683,-2.4037,9.612209756,1.707318293
142.12,-4.67473561,1.100652439,1.2103,8.853673171,0.914635366
142.14,-3.927581951,2.214804878,-3.1785,8.668307317,2.43902561
142.16,-5.141275122,2.294280488,1.7433,9.403673171,2.012196341
142.18,-5.946129756,1.171762195,1.8694,10.19513659,1.524391463
142.2,-5.73949122,1.999384146,0.4641,9.462209756,2.37805
142.22,-5.473179024,2.109335366,2.7079,10.45489268,2.560976829
142.24,-4.665858537,0.49472561,-1.742,9.162209756,2.560976829
142.26,-4.046436098,0.146646341,2.7352,9.16464878,3.292684146
142.28,-3.751026829,1.073463415,-0.0169,9.70855122,4.024391463
142.3,-3.54932,1.269463415,-0.1066,9.859770732,2.804879268
142.32,-5.96191122,-0.066384146,2.0566,8.467087805,3.536586585
142.34,-4.697914634,1.238987805,4.225,9.243917073,1.280489024
142.36,-5.629514146,1.263189024,1.053,12.67074634,1.646342683
142.38,-5.983117561,1.186103659,1.6484,9.3366,3.475610976
142.4,-4.367490244,0.287073171,0.7995,8.524404878,3.292684146
142.42,-3.876785366,0.915707317,-0.2873,9.07562439,3.963415854
142.44,-4.249129268,0.99070122,-0.9646,10.64879512,3.597562195
142.46,-5.846016098,1.10154878,1.6536,9.902453659,2.987806098
142.48,-5.217223415,0.500402439,2.1528,10.43781951,3.414635366
142.5,-5.662063415,1.729286585,1.0933,11.3866,3.719513415
142.52,-5.723709756,2.194487805,-0.6591,7.645136585,4.085367073
142.54,-5.24089561,1.19954878,1.794,9.84757561,3.841464634
142.56,-5.159029268,0.64202439,-2.3816,9.770746341,3.597562195
142.58,-4.549470244,1.521932927,-2.6338,9.839039024,3.109757317
142.6,-5.558497561,1.433792683,-0.2314,10.30977073,3.353659756
142.62,-5.242375122,1.302329268,-0.5694,11.21952683,4.024391463
142.64,-5.855386341,1.973091463,-0.2041,8.969526829,4.146342683
142.66,-4.779780976,2.490878049,0.6318,10.90855122,3.841464634
142.68,-3.824016098,2.005658537,3.4073,10.25367317,3.597562195
142.7,-5.415478049,0.138280488,-0.2678,10.72440488,2.012196341
142.72,-4.513961951,0.805457317,1.9539,8.442697561,1.890245122
142.74,-3.843249756,0.471719512,3.6712,11.15123415,1.951220732
142.76,-4.22348439,1.327128049,2.2464,10.31342927,2.134147561
142.78,-5.525948293,1.231219512,5.2416,10.47806341,2.195123171
142.8,-5.519537073,1.147859756,1.5691,10.23538049,1.829269512
142.82,-4.873976585,2.126664634,1.6029,10.73781951,1.280489024
142.84,-4.400039512,0.792310976,2.1398,11.07928293,2.012196341
142.86,-5.37602439,0.429890244,0.3588,8.520746341,2.926830488
142.88,-4.380805854,0.369536585,1.2207,13.34025854,2.621952439
142.9,-4.77632878,1.57929878,1.1427,10.95489268,4.146342683
142.92,-5.404135122,0.526695122,1.2857,12.30367317,3.719513415
142.94,-5.248786341,1.555097561,3.3579,10.57196585,2.37805
142.96,-4.651556585,2.368378049,3.2942,10.12562439,2.073171951
142.98,-4.554401951,2.412597561,0.3263,10.2866,2.195123171
143,-3.505427805,0.723591463,-1.0023,9.665868293,3.170732927
143.02,-4.097725854,1.202536585,0.5642,11.17562439,4.81707439
143.04,-4.569690244,2.304439024,1.2675,10.91342927,4.268293902
143.06,-5.492905854,1.569140244,-0.1326,10.72806341,2.682928049
143.08,-6.38702439,2.562286585,-0.7046,9.057331707,3.414635366
143.1,-4.868551707,1.267969512,1.274,10.35123415,2.25609878
143.12,-4.382285366,1.437676829,1.5561,8.028063415,2.560976829
143.14,-4.069121951,1.062408537,-0.0806,11.21464878,3.353659756
143.16,-4.490289756,0.694908537,-1.6588,11.57806341,3.475610976
143.18,-5.272458537,0.844896341,1.2272,11.03172195,1.646342683
143.2,-4.961760976,1.975780488,-0.195,12.48538049,2.31707439
143.22,-5.027352683,2.452634146,0.1716,8.771965854,1.097562195
143.24,-4.316693659,1.112006098,3.1044,8.201234146,1.768293902
143.26,-4.60717122,0.220146341,1.6965,9.067087805,2.43902561
143.28,-3.424547805,0.504884146,0.7046,9.663429268,1.707318293
143.3,-4.064683415,0.539841463,-1.7134,10.27440488,0.365854878
143.32,-4.131261463,0.479189024,-1.8902,7.192697561,0.182928049
143.34,-4.869538049,1.348042683,2.2984,9.982941463,-0.24390122
143.36,-5.461342927,1.718231707,2.6949,9.493917073,1.951220732
143.38,-5.651213659,0.443932927,0.9126,8.4366,2.50000122
143.4,-5.828261951,1.920804878,2.2217,13.25977073,0.365854878
143.42,-3.757438049,1.289481707,-0.4368,9.265868293,1.341464634
143.44,-4.060738049,0.852365854,1.1492,9.045136585,1.646342683
143.46,-5.404135122,1.319957317,-0.286,9.029282927,3.414635366
143.48,-5.360736098,1.557189024,-0.0572,10.51464878,4.146342683
143.5,-5.706941951,2.279640244,2.9809,10.31830732,4.81707439
143.52,-5.407094146,2.20345122,3.965,10.68050244,3.780489024
143.54,-5.999392195,1.354317073,-1.0933,11.58050244,4.085367073
143.56,-5.114150732,1.746914634,3.4398,8.945136585,4.512196341
143.58,-4.576101463,1.541353659,0.8697,10.33050244,4.512196341
143.6,-4.253074634,1.14397561,-0.8606,9.619526829,5.182928049
143.62,-4.188962439,1.969804878,-0.5369,9.54757561,4.573171951
143.64,-5.012557561,1.258408537,2.6507,9.612209756,4.512196341
143.66,-5.893853659,1.551512195,2.1541,8.832941463,4.75609878
143.68,-6.072381463,1.26079878,2.4375,8.546356098,4.573171951
143.7,-4.633802439,0.625591463,3.8324,11.20367317,4.390245122
143.72,-2.804139024,0.391945122,1.8005,11.99757561,4.024391463
143.74,-4.448863415,0.34204878,4.5682,7.491478049,5.00000122
143.76,-5.650720488,0.518030488,3.5022,10.02928293,4.451220732
143.78,-4.02818878,0.916006098,4.4902,10.43781951,2.926830488
143.8,-6.577388293,1.65847561,2.3933,11.84025854,1.402440244
143.82,-4.989871707,1.706579268,0.6903,11.25855122,1.402440244
143.84,-4.779780976,0.778865854,-0.1716,11.65245366,1.829269512
143.86,-5.599430732,0.603182927,0.2288,9.420746341,2.804879268
143.88,-4.787671707,0.952756098,0.0247,11.05123415,2.865854878
143.9,-5.774013171,1.244963415,0.4095,9.462209756,2.25609878
143.92,-5.996926341,1.251237805,0.8684,11.54025854,1.036586585
143.94,-6.457547805,1.136804878,0.5473,10.43294146,1.036586585
143.96,-5.398710244,2.495957317,-0.4147,11.57074634,2.195123171
143.98,-4.470562927,1.583780488,2.1476,11.97318537,1.219513415
144,-5.252238537,1.257512195,0.0091,9.003673171,1.646342683
144.02,-5.547154634,1.54852439,3.276,11.91220976,0.792684146
144.04,-3.940897561,2.333420732,5.1064,9.790258537,-0.609754878
144.06,-6.302692195,1.13202439,1.833,7.785380488,1.768293902
144.08,-5.177276585,1.604396341,2.0553,8.235380488,2.865854878
144.1,-5.588087805,2.218390244,1.6471,11.32196585,3.475610976
144.12,-4.927732195,1.684469512,3.4255,10.54025854,4.207318293
144.14,-5.309939512,0.514445122,2.3972,11.55855122,3.780489024
144.16,-4.624925366,0.99129878,-0.4355,10.59757561,2.37805
144.18,-4.694462439,0.84997561,2.6533,10.5963561,2.560976829
144.2,-3.93991122,1.279323171,2.5259,9.118307317,2.50000122
144.22,-4.701366829,1.313682927,1.8486,9.902453659,1.707318293
144.24,-3.915745854,1.728390244,0.7592,11.48050244,3.170732927
144.26,-4.160358537,1.86045122,-0.6006,8.376843902,3.475610976
144.28,-4.35812,1.155329268,1.3702,11.45977073,2.31707439
144.3,-3.840783902,0.838920732,0.9633,12.0463561,2.43902561
144.32,-3.78505561,0.981140244,1.9175,10.97196585,2.743903659
144.34,-4.132740976,1.985939024,1.3273,11.85367317,1.524391463
144.36,-5.269006341,1.968908537,-0.4511,10.52196585,3.414635366
144.38,-5.714339512,1.453512195,2.9406,7.184160976,1.524391463
144.4,-5.036229756,2.384512195,0.0182,9.141478049,0.060976829
144.42,-4.175153659,1.904969512,1.4105,8.735380488,0.121952439
144.44,-5.158536098,0.949170732,-0.8463,11.42928293,-0.18292561
144.46,-4.167756098,1.583481707,1.2831,10.17806341,-0.18292561
144.48,-5.611266829,2.092902439,0.715,8.545136585,0.548781707
144.5,-4.466617561,1.910945122,1.8525,11.85977073,-0.609754878
144.52,-6.179892683,1.24795122,-1.209,7.110990244,-0.731706098
144.54,-5.834673171,2.054060976,-0.1872,8.337819512,-0.548779268
144.56,-4.33099561,1.747213415,2.6962,9.026843902,-1.280486585
144.58,-5.189112683,1.190585366,3.4398,10.23172195,-0.731706098
144.6,-5.621623415,0.33547561,0.1521,10.35489268,-0.426828049
144.62,-4.880880976,0.94827439,1.339,9.240258537,-0.914632927
144.64,-4.079478537,1.267073171,1.8499,10.27318537,-0.670730488
144.66,-5.792260488,0.330097561,1.5509,7.787819512,0.304879268
144.68,-5.235470732,0.648597561,4.7788,10.68050244,-0.304876829
144.7,-4.554401951,0.54402439,3.2019,11.26342927,0.975610976
144.72,-6.089149268,1.287987805,3.2097,11.50245366,2.865854878
144.74,-5.128945854,0.595115854,0.5837,11.86830732,2.073171951
144.76,-4.399053171,0.39075,1.937,11.86952683,1.707318293
144.78,-4.504591707,2.003268293,1.6939,11.15733171,2.25609878
144.8,-5.559483902,1.956957317,4.4967,10.35855122,1.829269512
144.82,-5.644802439,1.660865854,0.754,11.09513659,3.170732927
144.84,-6.338200488,2.433213415,0.507,11.47440488,3.414635366
144.86,-4.968172195,1.463073171,4.5006,10.38050244,3.902440244
144.88,-4.105123415,1.602603659,0.2613,9.459770732,3.414635366
144.9,-3.561156098,2.040615854,0.208,10.3061122,4.207318293
144.92,-6.233155122,1.382103659,-1.8486,9.556112195,3.963415854
144.94,-4.808878049,2.029262195,1.3585,7.923185366,4.024391463
144.96,-5.689680976,1.632182927,2.4804,9.612209756,5.243903659
144.98,-6.178906341,1.682378049,3.7349,10.29757561,2.50000122
145,-4.805425854,1.090792683,-0.4537,10.59147805,2.073171951
145.02,-4.639720488,0.91122561,-1.3806,12.6561122,1.768293902
145.04,-5.193058049,-0.182012195,0.7202,8.495136585,2.134147561
145.06,-5.680803902,0.690128049,2.1723,11.93050244,4.207318293
145.08,-5.32868,1.021176829,-0.2717,10.85733171,5.487806098
145.1,-4.577087805,1.093481707,-0.2444,10.31952683,3.109757317
145.12,-5.791274146,0.606469512,1.5977,10.0561122,3.231708537
145.14,-5.571813171,0.682060976,-0.8034,10.53903902,2.43902561
145.16,-3.110398049,0.8195,-1.6107,9.468307317,1.646342683
145.18,-4.381792195,-0.003341463,2.977,9.098795122,1.158537805
145.2,-5.377010732,0.337268293,-0.9412,10.28172195,1.829269512
145.22,-4.999735122,1.258109756,2.9367,10.67440488,1.585367073
145.24,-5.41646439,1.218969512,1.2077,9.00855122,2.012196341
145.26,-5.695105854,1.173256098,0.5915,8.913429268,1.890245122
145.28,-4.812823415,1.871207317,-0.5226,10.33903902,1.280489024
145.3,-4.158879024,1.642042683,0.2886,9.304892683,3.231708537
145.32,-4.406943902,1.54852439,0.1105,12.5866,2.987806098
145.34,-3.816125366,1.592146341,1.521,7.859770732,2.987806098
145.36,-4.709257561,2.028664634,-0.6994,8.663429268,1.768293902
145.38,-5.993967317,1.99579878,2.2191,10.05733171,0.426830488
145.4,-4.618020976,2.955182927,1.8135,11.63294146,1.463415854
145.42,-5.135850244,1.26020122,0.1703,10.62074634,2.43902561
145.44,-5.84108439,1.596926829,-1.0972,10.80977073,2.621952439
145.46,-4.38524439,1.391067073,-0.1053,10.3561122,4.268293902
145.48,-3.231718049,0.81979878,0.1378,9.131721951,3.109757317
145.5,-6.028489268,0.805457317,2.21,10.95001463,2.37805
145.52,-5.218209756,1.098859756,0.4472,8.189039024,1.829269512
145.54,-5.181221951,1.68327439,3.8012,9.132941463,3.292684146
145.56,-4.785699024,1.507292683,2.6611,8.382941463,2.43902561
145.58,-4.829098049,0.083304878,0.2691,8.160990244,2.134147561
145.6,-4.55341561,1.183115854,2.1723,11.74147805,3.170732927
145.62,-3.167112683,1.140091463,-0.4602,10.42074634,1.585367073
145.64,-4.065176585,0.879853659,2.9757,11.52928293,2.37805
145.66,-3.964569756,1.174152439,1.3572,8.645136585,3.109757317
145.68,-5.635432195,1.849695122,2.9354,10.32562439,3.109757317
145.7,-5.265060976,2.320871951,3.4008,12.89757561,3.048781707
145.72,-5.304514634,1.160707317,2.1138,11.30855122,2.012196341
145.74,-5.597458049,1.279920732,2.1671,11.33416098,0.792684146
145.76,-4.584978537,1.020878049,0.6864,10.52318537,0.975610976
145.78,-5.602882927,1.91602439,-2.2633,11.15977073,0.731708537
145.8,-6.093094634,2.301152439,5.057,9.617087805,0.975610976
145.82,-5.923443902,2.27754878,-1.0283,8.973185366,0.548781707
145.84,-5.856865854,1.996993902,5.0518,11.9670878,0.182928049
145.86,-5.570826829,1.643835366,1.3429,11.2463561,-0.24390122
145.88,-5.855879512,0.953353659,0.0663,9.660990244,0.792684146
145.9,-4.40497122,1.044481707,0.2587,10.50855122,1.951220732
145.92,-3.701216585,1.454408537,2.7872,11.16464878,2.50000122
145.94,-6.040818537,1.057329268,2.1151,10.34147805,3.780489024
145.96,-6.0566,0.948871951,1.378,10.35855122,2.31707439
145.98,-4.439,2.140707317,0.8788,11.45855122,2.012196341
146,-5.75971122,1.110213415,2.5103,10.78294146,2.987806098
146.02,-4.941047805,0.111987805,-1.6042,10.32440488,3.414635366
146.04,-5.07272439,0.38447561,0.4966,10.07928293,4.634147561
146.06,-5.226100488,0.61722561,2.366,10.4963561,5.426830488
146.08,-5.667981463,0.953353659,1.5678,9.074404878,5.00000122
146.1,-6.144877561,1.28529878,0.6383,11.0268439,3.597562195
146.12,-5.074203902,1.39495122,3.1707,11.57318537,4.512196341
146.14,-4.895676098,2.16102439,1.4807,9.541478049,2.804879268
146.16,-4.941047805,1.2605,-0.0728,10.66220976,3.963415854
146.18,-5.089492195,0.125134146,-0.2847,10.2463561,5.487806098
146.2,-4.539606829,1.482195122,1.4014,11.90855122,3.109757317
146.22,-4.826139024,2.245280488,2.2971,10.73903902,1.463415854
146.24,-4.251595122,1.480402439,1.261,9.695136585,2.012196341
146.26,-6.100492195,2.030756098,1.3078,7.791478049,2.012196341
146.28,-5.657624878,2.247670732,1.6926,8.863429268,2.987806098
146.3,-6.119232683,1.855371951,1.1687,6.226843902,4.024391463
146.32,-5.051024878,1.48070122,-2.1151,10.48050244,3.780489024
146.34,-4.348256585,0.48875,0.3068,9.700014634,3.780489024
146.36,-5.838125366,2.190006098,0.4004,9.669526829,3.719513415
146.38,-4.93069122,1.300237805,2.0501,9.292697561,3.536586585
146.4,-6.81805561,1.743926829,2.6,8.793917073,2.865854878
146.42,-4.986912683,1.08272561,0.2561,9.787819512,3.719513415
146.44,-6.491576585,0.657859756,-1.0777,11.36342927,3.109757317
146.46,-4.355654146,0.780060976,0.8671,9.751234146,3.109757317
146.48,-5.365667805,0.24404878,-0.3263,10.83538049,3.048781707
146.5,-4.489796585,0.356987805,2.0501,9.706112195,2.804879268
146.52,-4.969158537,1.534182927,3.7115,10.42318537,4.512196341
146.54,-3.826975122,1.421542683,-2.2399,11.55245366,4.390245122
146.56,-5.212291707,0.731060976,2.951,9.204892683,3.414635366
146.58,-4.517414146,1.188792683,-0.442,11.3268439,3.109757317
146.6,-5.01847561,1.976378049,1.7706,12.15123415,3.353659756
146.62,-3.934486341,1.359993902,1.443,9.553673171,2.804879268
146.64,-4.619500488,0.458573171,-1.2116,9.285380488,3.109757317
146.66,-4.901594146,1.72570122,-0.8086,11.28903902,3.292684146
146.68,-5.94859561,1.735859756,1.5964,9.889039024,2.37805
146.7,-5.157056585,2.011634146,2.9172,10.57318537,3.170732927
146.72,-5.38243561,1.233310976,1.2246,10.92562439,3.475610976
146.74,-4.272308293,2.229743902,1.5223,9.481721951,2.50000122
146.76,-3.949281463,1.657878049,0.2496,13.0061122,2.987806098
146.78,-4.718627805,1.659670732,1.2844,10.7670878,2.987806098
146.8,-5.771054146,2.213908537,-3.263,10.91342927,2.865854878
146.82,-5.301062439,1.485780488,2.1112,8.06464878,1.646342683
146.84,-5.297610244,1.81772561,-1.3117,9.254892683,0.548781707
146.86,-6.370749756,1.686262195,3.0329,8.380502439,0.914635366
146.88,-6.625719024,0.925268293,0.3965,10.11830732,1.463415854
146.9,-4.70827122,1.643237805,-1.3923,7.77562439,1.707318293
146.92,-4.605198537,0.884036585,-0.0559,6.660990244,0.914635366
146.94,-4.010434634,0.956640244,0.8515,10.42318537,1.585367073
146.96,-4.749697561,1.063304878,1.2779,8.417087805,1.22E-06
146.98,-6.081751707,1.354018293,2.3595,9.59757561,0.853659756
147,-5.914073659,1.190286585,2.2555,8.232941463,1.341464634
147.02,-4.777315122,0.776176829,0.3549,10.9866,2.073171951
147.04,-4.952390732,1.563463415,1.9253,11.6670878,2.073171951
147.06,-4.891237561,0.808743902,1.1817,9.295136585,1.280489024
147.08,-5.432739024,-0.078036585,1.4586,11.3670878,0.914635366
147.1,-4.47302878,1.245560976,-0.3055,8.084160976,1.402440244
147.12,-5.350872683,2.13622561,2.2919,9.426843902,2.195123171
147.14,-5.850947805,2.446658537,1.6666,10.85855122,2.43902561
147.16,-6.160165854,0.896286585,2.3452,10.08172195,2.31707439
147.18,-5.442109268,1.327128049,2.0332,8.434160976,0.548781707
147.2,-5.263581463,1.849993902,1.0218,10.07806341,0.182928049
147.22,-5.170372195,1.767530488,-0.013,10.8268439,0.792684146
147.24,-6.005310244,2.201060976,-2.1359,10.09757561,1.646342683
147.26,-4.659940488,2.572146341,1.0387,12.04879512,1.585367073
147.28,-5.667981463,1.746317073,2.5181,10.05489268,1.951220732
147.3,-6.140932195,1.27304878,-0.2483,8.879282927,2.134147561
147.32,-4.737368293,0.769902439,-0.1261,9.312209756,0.975610976
147.34,-4.556374634,0.772292683,2.171,10.80001463,2.012196341
147.36,-3.957665366,0.657262195,4.9673,9.480502439,2.621952439
147.38,-4.74920439,0.983829268,1.183,10.8366,2.43902561
147.4,-6.197153659,0.607365854,2.925,10.2768439,2.926830488
147.42,-5.164947317,1.138896341,1.8161,9.487819512,1.951220732
147.44,-6.529057561,1.216280488,2.5688,11.03294146,1.341464634
147.46,-4.848331707,0.061195122,2.7313,8.701234146,2.31707439
147.48,-5.219196098,0.736140244,1.2402,12.11220976,2.621952439
147.5,-4.592869268,0.857743902,-0.3302,10.16586829,2.743903659
147.52,-4.566238049,1.457695122,0.5252,10.23172195,3.536586585
147.54,-5.84749561,1.356707317,-0.4017,10.89391707,0.731708537
147.56,-5.801137561,1.408396341,-0.3458,9.560990244,0.670732927
147.58,-5.943170732,1.736457317,2.3348,9.721965854,1.768293902
147.6,-4.973103902,1.551512195,1.3936,12.14879512,1.097562195
147.62,-4.723559512,1.317865854,-2.3829,10.92318537,1.585367073
147.64,-3.752013171,2.420365854,0.416,11.72928293,1.890245122
147.66,-3.765821951,1.62770122,2.2932,10.72440488,0.853659756
147.68,-5.186646829,1.922896341,3.2214,9.390258537,1.524391463
147.7,-6.045750244,1.870310976,1.9084,11.12928293,3.231708537
147.72,-5.850454634,1.798006098,3.1928,8.657331707,3.109757317
147.74,-6.552236585,2.272170732,0.9165,10.39879512,3.109757317
147.76,-5.210319024,2.08752439,-0.3874,12.35977073,3.536586585
147.78,-4.037065854,1.270060976,0.9321,10.7061122,2.682928049
147.8,-4.055313171,1.667140244,1.3065,8.780502439,2.682928049
147.82,-4.864606341,0.779164634,-0.7254,10.96464878,3.231708537
147.84,-4.833536585,1.245859756,1.1661,12.23050244,2.43902561
147.86,-4.980501463,1.628,0.5967,10.14269756,2.682928049
147.88,-5.136343415,1.029243902,0.3315,8.740258537,2.987806098
147.9,-4.894689756,1.314579268,3.2513,10.31464878,3.353659756
147.92,-4.539113659,0.061195122,1.04,12.45367317,4.085367073
147.94,-4.113507317,0.499207317,2.678,10.7268439,4.024391463
147.96,-4.148522439,0.904054878,2.2568,12.28538049,3.902440244
147.98,-4.222498049,1.155628049,0.8892,13.19513659,5.609757317
148,-6.008269268,0.855353659,2.1034,11.50245366,5.304879268
148.02,-6.36631122,0.885530488,-0.8021,11.05977073,3.475610976
148.04,-5.13338439,1.271554878,0.0494,9.646356098,3.475610976
148.06,-5.042147805,0.86879878,-2.3231,9.491478049,2.195123171
148.08,-4.343818049,1.662359756,0.4901,10.60733171,2.987806098
148.1,-4.804932683,1.193573171,1.7823,9.862209756,3.658537805
148.12,-6.239566341,1.623219512,1.9994,7.00855122,4.81707439
148.14,-5.228566341,1.580792683,2.3231,12.59025854,4.207318293
148.16,-5.592033171,2.230939024,-0.2964,8.917087805,3.902440244
